MLS_Number,Street_Address,City,Zip_Code,county,County_Index,SqFtTotal,Lot_Size,Age,BathsTotal,BedsTotal,BathsFull,BathsHalf,DOM,Year_List,Year_Sold,List_Price,Sale_Price,Listing_Date,Sale_Date,Year_Built
CRIV21112178,29923 Greens CT ,Menifee,92584,Riverside,1,1273,7405,32,2,2,2,0,3,2021,2021,419000,430000,5/26/2021 0:00,5/29/2021 0:00,1989
ME202002044,18306 Jayhawk DR ,Penn Valley,95946,Nevada,27,1300,14375,44,2,2,2,0,42,2020,2020,299000,295000,7/13/2020 0:00,8/24/2020 0:00,1977
BE40951318,1411 Laguna St ,Livermore,94550,Alameda,8,1749,6000,55,2,4,2,0,0,2021,2021,1080000,1080000,5/24/2021 0:00,5/24/2021 0:00,1966
CRNP21104717,224 Amethyst AVE ,Newport Beach,92662,Orange,2,2400,2614,54,4,5,2,2,11,2021,2021,2450000,2450000,5/15/2021 0:00,5/26/2021 0:00,1967
ME221056609,5713 Birch Point CT ,Elk Grove,95757,Sacramento,4,2080,6756,18,2,4,2,0,3,2021,2021,549900,640000,5/24/2021 0:00,5/27/2021 0:00,2003
CC40950735,10534 Albert Dr ,Stockton,95209,San Joaquin,10,1451,6387,11,2,3,2,0,6,2021,2021,425000,475000,5/20/2021 0:00,5/26/2021 0:00,2010
ME221052882,5840 China Hill RD ,El Dorado,95623,El Dorado,19,3763,435600,19,3,4,3,0,8,2021,2021,925000,940500,5/17/2021 0:00,5/25/2021 0:00,2002
ML81844302,22652 Torero DR ,Salinas,93908,Monterey,24,2112,10089,50,3,4,2,1,9,2021,2021,960000,960000,5/18/2021 0:00,5/27/2021 0:00,1971
CRPW21106496,1285 Antoinette DR ,La Habra,90631,Orange,2,2588,12210,57,3,4,3,0,8,2021,2021,989000,1045000,5/19/2021 0:00,5/27/2021 0:00,1964
CNSR21108849,5733 Aldea AVE ,Encino,91316,Los Angeles,0,1364,6000,66,2,3,1,1,2,2021,2021,1049000,1200000,5/21/2021 0:00,5/23/2021 0:00,1955
CRPTP2103417,789 Glenhart PL ,Fallbrook,92028,San Diego,5,2670,15075,21,3,4,3,0,4,2021,2021,849999,860000,5/19/2021 0:00,5/23/2021 0:00,2000
CRFR21116529,8290 N Raisina AVE ,Fresno,93720,Fresno,36,1776,6741,42,2,3,2,0,2,2021,2021,375000,402500,5/28/2021 0:00,5/30/2021 0:00,1979
CRCV21106072,885 E Somerset AVE ,Pomona,91767,Los Angeles,0,1350,8041,64,1,3,1,0,6,2021,2021,599000,630000,5/21/2021 0:00,5/27/2021 0:00,1957
BA321043205,128 Coloma WAY ,Vallejo,94589,Solano,16,1031,7405,44,2,2,2,0,6,2021,2021,455000,520000,5/20/2021 0:00,5/26/2021 0:00,1977
ME221043433,6201 Hilltop DR ,Carmichael,95608,Sacramento,4,1440,7841,56,2,3,2,0,5,2021,2021,399000,462000,5/21/2021 0:00,5/26/2021 0:00,1965
CRLG21114515,175 Sunset TER ,Laguna Beach,92651,Orange,2,1420,2550,84,3,3,3,0,0,2021,2021,2200000,2200000,4/14/2021 0:00,4/14/2021 0:00,1937
ME221053133,6920 Gumwood CIR ,Citrus Heights,95621,Sacramento,4,1094,6098,63,1,3,1,0,3,2021,2021,370000,399000,5/19/2021 0:00,5/22/2021 0:00,1958
CRCV21109214,494 Drury LN ,Banning,92220,Riverside,1,977,6534,86,2,2,2,0,0,2021,2021,255000,270000,5/21/2021 0:00,5/21/2021 0:00,1935
CRPW21102611,655 Brookline PL ,Fullerton,92835,Orange,2,1963,2520,43,2,3,2,0,6,2021,2021,825000,825000,5/20/2021 0:00,5/26/2021 0:00,1978
CRSW21108546,34586 Plateau Point PL ,Murrieta,92563,Riverside,1,3434,7405,3,3,5,3,0,5,2021,2021,650000,700000,5/20/2021 0:00,5/25/2021 0:00,2018
BE40951907,4239 Lakeshore ,Oakland,94610,Alameda,8,1518,4500,101,2,3,2,0,0,2021,2021,1500000,1500000,5/28/2021 0:00,5/28/2021 0:00,1920
CRSW21107554,27695 Whisperwood DR ,Menifee,92584,Riverside,1,3102,10454,15,3,4,3,0,10,2021,2021,485000,511000,5/17/2021 0:00,5/27/2021 0:00,2006
ME221055600,1190 Sleeping Child LN ,Auburn,95603,Placer,9,2861,69696,10,3,4,3,0,3,2021,2021,949000,1100000,5/27/2021 0:00,5/30/2021 0:00,2011
CNSR21123598,8409 Woodley PL ,North Hills,91343,Los Angeles,0,2000,1500,0,4,4,3,1,83,2021,2021,819000,820000,2/18/2021 0:00,5/12/2021 0:00,2021
ME221048486,3735 Huntington Rd ,West Sacramento,95691,Yolo,26,3157,6098,17,3,4,3,0,5,2021,2021,589000,686000,5/20/2021 0:00,5/25/2021 0:00,2004
ME221054152,1624 Dreamy WAY ,Sacramento,95835,Sacramento,4,2212,5776,18,3,4,3,0,8,2021,2021,575000,625000,5/20/2021 0:00,5/28/2021 0:00,2003
ML81844882,45040 Royal DR ,King City,93930,Monterey,24,1123,10000,57,2,3,1,1,4,2021,2021,429000,428000,5/20/2021 0:00,5/24/2021 0:00,1964
CRSW21089438,29872 Avenida De Real ,Sun City,92586,Riverside,1,1040,7405,33,1,2,1,0,27,2021,2021,389900,415000,4/27/2021 0:00,5/24/2021 0:00,1988
BE40951092,1718 Via Del Verdes ,Concord,94521,Contra Costa,6,3135,43560,64,4,6,3,1,9,2021,2021,1677500,1476000,5/21/2021 0:00,5/30/2021 0:00,1957
ML81844297,18863 Casa Blanca LN ,Saratoga,95070,Santa Clara,7,1152,7630,64,2,3,2,0,0,2021,2021,1949000,1850000,5/16/2021 0:00,5/16/2021 0:00,1957
ML81844620,724 Dorothy AVE ,San Jose,95125,Santa Clara,7,1161,5505,96,3,2,2,1,5,2021,2021,1199000,1350000,5/21/2021 0:00,5/26/2021 0:00,1925
ML81844994,1754 Coastland AVE ,San Jose,95125,Santa Clara,7,1308,5123,72,2,3,2,0,6,2021,2021,1498000,1700000,5/20/2021 0:00,5/26/2021 0:00,1949
CROC21112206,328 W Avenida Gaviota ,San Clemente,92672,Orange,2,2388,16898,43,3,3,2,1,1,2021,2021,5750000,5500000,5/26/2021 0:00,5/27/2021 0:00,1978
CRSC21106592,8255 Azucena AVE ,Atascadero,93422,San Luis Obispo,14,1800,15133,56,2,4,2,0,4,2021,2021,639000,750000,5/18/2021 0:00,5/22/2021 0:00,1965
CRIG21110625,14015 Hidden Valley DR ,Victorville,92392,San Bernardino,3,1910,7227,21,2,4,2,0,6,2021,2021,381900,400000,5/23/2021 0:00,5/29/2021 0:00,2000
CC40951387,48 Via Floreado ,Orinda,94563,Contra Costa,6,2649,32000,63,3,4,3,0,4,2021,2021,1599000,1800000,5/24/2021 0:00,5/28/2021 0:00,1958
TM21-737832,924 W 78Th ST ,Los Angeles,90044,Los Angeles,0,1470,5720,108,2,4,2,0,0,2021,2021,500000,500000,3/17/2021 0:00,3/17/2021 0:00,1913
ME221059116,1117 Northridge DR ,Yuba City,95991,Sutter,23,1583,7405,32,2,3,2,0,3,2021,2021,390000,400000,5/27/2021 0:00,5/30/2021 0:00,1989
CROC21131931,544 E Palmyra AVE ,Orange,92866,Orange,2,1537,6900,82,1,4,1,0,2,2021,2021,927000,904777,5/4/2021 0:00,5/6/2021 0:00,1939
ME221047938,14017 Strubels LN ,Grass Valley,95949,Nevada,27,1976,206474,37,3,2,3,0,7,2021,2021,559000,584000,5/18/2021 0:00,5/25/2021 0:00,1984
ML81845313,949 Wren DR ,San Jose,95125,Santa Clara,7,1572,5995,53,2,4,2,0,2,2021,2021,1350000,1425000,5/21/2021 0:00,5/23/2021 0:00,1968
CNSR21111020,5957 Fountain AVE ,Los Angeles,90028,Los Angeles,0,1746,893,1,4,2,2,2,1,2021,2021,1095000,1095000,5/23/2021 0:00,5/24/2021 0:00,2020
TM21-737286,5349 Shirley AVE ,Tarzana,91356,Los Angeles,0,5202,28529,21,5,5,5,0,0,2021,2021,2450000,2450000,5/26/2021 0:00,5/26/2021 0:00,2000
CC40950574,224 Northpark ,Martinez,94553,Contra Costa,6,2152,2070,7,4,4,3,1,7,2021,2021,728000,770000,5/19/2021 0:00,5/26/2021 0:00,2014
ME201903331,14338 Bethany CIR ,Magalia,95954,Butte,11,1344,11326,47,2,2,2,0,425,2019,2020,133000,110000,9/22/2019 0:00,11/20/2020 0:00,1974
CRCV21111256,2133 W Windhaven DR ,Rialto,92377,San Bernardino,3,1238,7700,29,2,3,2,0,3,2021,2021,479900,490000,5/24/2021 0:00,5/27/2021 0:00,1992
CRPTP2103551,523 Madrona ST ,Chula Vista,91910,San Diego,5,1172,5251,65,2,3,2,0,4,2021,2021,550000,585000,5/23/2021 0:00,5/27/2021 0:00,1956
CRPW21112343,40781 Mountain Pride DR ,Murrieta,92562,Riverside,1,2318,5227,32,3,3,2,1,7,2021,2021,556000,556000,5/10/2021 0:00,5/17/2021 0:00,1989
CROC21104104,22922 Belmonte RD ,Laguna Niguel,92677,Orange,2,1693,3264,48,2,2,2,0,12,2021,2021,1450000,1462500,5/16/2021 0:00,5/28/2021 0:00,1973
CRNDP2105364,29817 Tricia Ann CT ,Escondido,92026,San Diego,5,1597,3694,18,3,4,2,1,11,2021,2021,630000,630000,5/14/2021 0:00,5/25/2021 0:00,2003
CREV21108036,33862 Glenoaks DR ,Yucaipa,92399,San Bernardino,3,1993,12975,20,3,4,3,0,8,2021,2021,500000,518000,5/19/2021 0:00,5/27/2021 0:00,2001
CRV1-5969,1015 Jurymast DR ,Oxnard,93030,Ventura,17,1305,6000,41,2,3,2,0,8,2021,2021,579600,625000,5/20/2021 0:00,5/28/2021 0:00,1980
ME221053268,4424 38th AVE ,Sacramento,95824,Sacramento,4,1156,5227,69,1,2,1,0,4,2021,2021,229000,270000,5/18/2021 0:00,5/22/2021 0:00,1952
ME602219,940 Parkhill ST ,Colusa,95932,Colusa,38,3151,9583,74,3,3,3,0,321,2020,2021,489900,475000,7/4/2020 0:00,5/21/2021 0:00,1947
ME221053434,5184 Toronto WAY ,Sacramento,95820,Sacramento,4,1389,6534,64,2,4,2,0,7,2021,2021,319000,375000,5/19/2021 0:00,5/26/2021 0:00,1957
CRIV21107593,3585 Hillview DR ,Riverside,92503,Riverside,1,1429,7405,56,2,3,1,1,6,2021,2021,460000,495000,5/19/2021 0:00,5/25/2021 0:00,1965
CNSR21106625,20410 Acre ST ,Winnetka,91306,Los Angeles,0,1707,7495,65,2,3,2,0,5,2021,2021,799950,815000,5/21/2021 0:00,5/26/2021 0:00,1956
CRNP21084367,36 Sage Creek ,Irvine,92603,Orange,2,10161,32060,10,8,6,6,2,1,2021,2021,7995000,7500000,5/18/2021 0:00,5/19/2021 0:00,2011
CREV21102601,500 Silvertree LN ,Redlands,92374,San Bernardino,3,2559,18000,43,3,4,3,0,14,2021,2021,752000,752000,5/12/2021 0:00,5/26/2021 0:00,1978
ML81844333,1986 Coastland AVE ,San Jose,95125,Santa Clara,7,1346,6829,72,2,3,2,0,8,2021,2021,1298000,1437500,5/20/2021 0:00,5/28/2021 0:00,1949
CREV21108383,933 E Evans St ,San Jacinto,92583,Riverside,1,1870,7405,16,3,4,2,1,7,2021,2021,389900,430000,5/20/2021 0:00,5/27/2021 0:00,2005
CRPW21109539,1559 S Stanley ,Los Angeles,90019,Los Angeles,0,1403,4954,92,2,2,2,0,23,2021,2021,1159000,1320000,5/1/2021 0:00,5/24/2021 0:00,1929
ME221054462,1401 Marynell DR ,Ceres,95307,Stanislaus,12,1988,10999,31,3,3,2,1,2,2021,2021,450000,470000,5/19/2021 0:00,5/21/2021 0:00,1990
CNSR21094691,21132 Cedarfalls DR ,Saugus,91350,Los Angeles,0,1604,6852,56,2,4,2,0,21,2021,2021,645000,720000,5/5/2021 0:00,5/26/2021 0:00,1965
BE40950626,874 Laguna St ,Livermore,94550,Alameda,8,1999,9823,55,3,4,3,0,7,2021,2021,1100000,1335000,5/19/2021 0:00,5/26/2021 0:00,1966
ME221051847,800 Pepper Ranch RD ,Auburn,95603,Placer,9,2144,588060,48,2,3,2,0,4,2021,2021,675000,650000,5/21/2021 0:00,5/25/2021 0:00,1973
BA321041765,208 Columbia DR ,Vacaville,95687,Solano,16,1324,5998,35,2,3,2,0,9,2021,2021,500000,505000,4/5/2021 0:00,4/14/2021 0:00,1986
CRPTP2103426,3618 Suffolk Dr ,San Diego,92115,San Diego,5,1400,8900,67,1,3,1,0,7,2021,2021,585000,580500,5/19/2021 0:00,5/26/2021 0:00,1954
ME221053210,5704 Glassboro WAY ,Sacramento,95842,Sacramento,4,1220,5863,35,2,3,2,0,6,2021,2021,349900,380000,5/21/2021 0:00,5/27/2021 0:00,1986
CRCV21114838,2751 N Pershing AVE ,San Bernardino,92405,San Bernardino,3,918,6450,93,1,2,1,0,3,2021,2021,320000,335000,5/27/2021 0:00,5/30/2021 0:00,1928
CRIV21091357,1778 Papaya Tree ST ,Hemet,92545,Riverside,1,2120,9583,23,3,4,2,1,27,2021,2021,405000,440000,4/29/2021 0:00,5/26/2021 0:00,1998
ME221054089,10926 Wethersfield DR ,Mather,95655,Sacramento,4,1337,6337,19,2,3,2,0,6,2021,2021,449900,490000,5/19/2021 0:00,5/25/2021 0:00,2002
CRSW21090746,26556 Calle Gregorio ,Menifee,92585,Riverside,1,1237,4356,34,2,2,2,0,4,2021,2021,299000,325000,5/17/2021 0:00,5/21/2021 0:00,1987
CRCV21108042,13459 Cajon Creek CT ,Rancho Cucamonga,91739,San Bernardino,3,3831,15106,18,4,4,4,0,5,2021,2021,924900,975000,5/19/2021 0:00,5/24/2021 0:00,2003
CRSW21093308,16020 San Fernando Mission BLVD ,Granada Hills,91344,Los Angeles,0,1525,7439,67,1,3,1,0,16,2021,2021,815000,835000,5/8/2021 0:00,5/24/2021 0:00,1954
EB40950928,715 Creston Rd ,Berkeley,94708,Alameda,8,5400,18993,78,7,7,6,1,0,2021,2021,3999000,4275000,5/25/2021 0:00,5/25/2021 0:00,1943
ME221064918,196 Country Club DR ,Colusa,95932,Colusa,38,2300,16117,14,2,3,2,0,3,2021,2021,485000,485000,4/10/2021 0:00,4/13/2021 0:00,2007
BA321025610,5 Westwood DR ,San Rafael,94901,Marin,15,2571,7200,66,3,4,3,0,9,2021,2021,1795000,2070000,5/19/2021 0:00,5/28/2021 0:00,1955
CRNP21105732,206 Via Dijon ,Newport Beach,92663,Orange,2,2421,3520,65,3,3,2,1,9,2021,2021,3850000,3850000,4/1/2021 0:00,4/10/2021 0:00,1956
CRPW21026867,1527 E Harmony LN ,Fullerton,92831,Orange,2,1522,10334,65,1,3,1,0,83,2021,2021,750000,770000,2/8/2021 0:00,5/2/2021 0:00,1956
BA321043575,428 Eastwood DR ,Petaluma,94954,Sonoma,20,1633,5998,56,2,3,2,0,6,2021,2021,745000,875000,5/21/2021 0:00,5/27/2021 0:00,1965
CRCV21106553,13968 Crystal ST ,Hesperia,92344,San Bernardino,3,2268,6607,16,3,4,2,1,8,2021,2021,385000,416000,5/18/2021 0:00,5/26/2021 0:00,2005
CRSW21113027,31419 Rivera ST ,Winchester,92596,Riverside,1,1491,7405,18,2,3,2,0,1,2021,2021,439000,430000,5/25/2021 0:00,5/26/2021 0:00,2003
SF421548498,38 Aztec ST ,San Francisco,94110,San Francisco,21,1800,1750,41,2,3,2,0,0,2021,2021,2200000,2200000,5/22/2021 0:00,5/22/2021 0:00,1980
CRNDP2105690,13571 Lopelia Meadows Place ,San Diego,92130,San Diego,5,2380,4238,8,3,4,3,0,2,2021,2021,1599000,1625000,5/21/2021 0:00,5/23/2021 0:00,2013
CRPW21107506,948 Eastwind DR ,Placentia,92870,Orange,2,864,1764,49,1,2,1,0,6,2021,2021,439999,450000,5/19/2021 0:00,5/25/2021 0:00,1972
ML81844940,68 Elmwood DR ,Daly City,94015,San Mateo,13,1660,3300,69,3,3,2,1,6,2021,2021,1274998,1450000,5/20/2021 0:00,5/26/2021 0:00,1952
CRIG21098648,30411 Cowboy LN ,Menifee,92584,Riverside,1,2968,8276,5,3,4,3,0,16,2021,2021,599000,642000,5/6/2021 0:00,5/22/2021 0:00,2016
BA321047613,273 Cypress DR ,Fairfax,94930,Marin,15,2195,16000,82,2,2,2,0,66,2021,2021,1485000,1508500,2/16/2021 0:00,4/23/2021 0:00,1939
CC40950591,769 Duke Cir ,Pleasant Hill,94523,Contra Costa,6,1714,6700,65,3,4,2,1,7,2021,2021,835000,925000,5/19/2021 0:00,5/26/2021 0:00,1956
CRIV21104409,506 W N ST ,Colton,92324,San Bernardino,3,1528,7500,67,1,3,1,0,20,2021,2021,339900,350000,5/8/2021 0:00,5/28/2021 0:00,1954
ME221053500,2565 Berryessa CT ,Tracy,95304,San Joaquin,10,3779,13242,21,3,5,3,0,4,2021,2021,950000,1175000,5/21/2021 0:00,5/25/2021 0:00,2000
CC40951088,2007 Belford Dr ,Walnut Creek,94598,Contra Costa,6,2450,13750,54,2,4,2,0,4,2021,2021,1649950,1725000,5/25/2021 0:00,5/29/2021 0:00,1967
ME202101073,18123 Costa RD ,Challenge,95925,Yuba,18,874,30492,71,1,2,1,0,0,2021,2021,153500,150000,5/10/2021 0:00,5/10/2021 0:00,1950
EB40950436,267 Lake Drive ,Kensington,94708,Alameda,8,1787,5500,70,2,3,2,0,0,2021,2021,998000,1300000,5/18/2021 0:00,5/18/2021 0:00,1951
CROC21115193,2934 Calle Gaucho ,San Clemente,92673,Orange,2,2200,8276,36,2,4,1,1,0,2021,2021,1100000,1100000,5/6/2021 0:00,5/6/2021 0:00,1985
ML81844464,17191 Buena Vista AVE ,Los Gatos,95030,Santa Clara,7,3037,14990,61,4,4,3,1,0,2021,2021,3640000,3680000,5/18/2021 0:00,5/18/2021 0:00,1960
CRP1-4801,1150 Del Rey AVE ,Pasadena,91107,Los Angeles,0,1368,7032,83,1,2,1,0,7,2021,2021,995000,1187325,5/18/2021 0:00,5/25/2021 0:00,1938
BE40949524,7441 Flagstone Dr ,Pleasanton,94588,Alameda,8,1705,6801,52,2,3,2,0,2,2021,2021,1548000,1720000,5/19/2021 0:00,5/21/2021 0:00,1969
CRIV21106520,14355 Figueroa LN ,Chino,91710,San Bernardino,3,2458,3481,3,4,4,3,1,11,2021,2021,639000,685000,5/19/2021 0:00,5/30/2021 0:00,2018
CROC21106543,24201 Verde ST ,Lake Forest,92630,Orange,2,945,5600,49,1,2,1,0,7,2021,2021,630000,681000,5/18/2021 0:00,5/25/2021 0:00,1972
CROC21106050,13422 Sierra Madre DR ,Santa Ana,92705,Orange,2,1864,11000,65,3,3,3,0,3,2021,2021,1050000,1200000,5/18/2021 0:00,5/21/2021 0:00,1956
CRNDP2105885,32019 Wiskon Way E. ,Pauma Valley,92061,San Diego,5,2289,19166.4,30,3,3,3,0,0,2021,2021,683000,750000,5/27/2021 0:00,5/27/2021 0:00,1991
CRPW21102905,9349 Esther ST ,Cypress,90630,Orange,2,1629,6300,56,2,4,2,0,15,2021,2021,849000,910000,5/13/2021 0:00,5/28/2021 0:00,1965
BE40950678,7692 Burnham Way ,Dublin,94568,Alameda,8,1246,6531,57,2,3,2,0,6,2021,2021,899000,1050000,5/20/2021 0:00,5/26/2021 0:00,1964
CROC21131851,18385 Santa Yolanda CIR ,Fountain Valley,92708,Orange,2,2902,6248,49,4,5,3,1,0,2021,2021,1100000,1100000,3/17/2021 0:00,3/17/2021 0:00,1972
CRIG21110175,6179 Malvern AVE ,Rancho Cucamonga,91737,San Bernardino,3,2059,10323,42,3,4,2,1,5,2021,2021,730000,750000,5/22/2021 0:00,5/27/2021 0:00,1979
CRAR21108118,3938 S Hackley AVE ,West Covina,91792,Los Angeles,0,1786,6064,55,2,4,2,0,6,2021,2021,719000,825000,5/20/2021 0:00,5/26/2021 0:00,1966
CRTR21107932,123 N Valencia ST ,Alhambra,91801,Los Angeles,0,2173,8081,112,5,5,5,0,8,2021,2021,1199900,1230000,5/19/2021 0:00,5/27/2021 0:00,1909
EB40951313,2829 Rio Grande Dr ,Antioch,94509,Contra Costa,6,1390,6500,54,2,3,2,0,1,2021,2021,499500,550000,5/27/2021 0:00,5/28/2021 0:00,1967
BE40950491,479 LEONA DRIVE ,Livermore,94550,Alameda,8,1610,7000,53,2,3,2,0,6,2021,2021,850000,930000,5/18/2021 0:00,5/24/2021 0:00,1968
CRSN21105190,9207 Stanford LN ,Durham,95938,Butte,11,4677,217800,4,3,3,3,0,6,2021,2021,1095000,1200000,5/17/2021 0:00,5/23/2021 0:00,2017
ME221053152,16270 Stagecoach RD ,Meadow Vista,95722,Placer,9,1768,17089,57,2,3,2,0,3,2021,2021,562000,595000,5/18/2021 0:00,5/21/2021 0:00,1964
CRCV21100503,2217 N Villa Maria RD ,Claremont,91711,Los Angeles,0,2182,12290,53,2,4,2,0,10,2021,2021,979900,1000000,5/17/2021 0:00,5/27/2021 0:00,1968
CROC21112420,6571 Cory DR ,Huntington Beach,92647,Orange,2,1572,5858,51,2,3,2,0,3,2021,2021,1099000,1099000,5/25/2021 0:00,5/28/2021 0:00,1970
ME221051244,5436 Boswell WAY ,Sacramento,95835,Sacramento,4,2493,4887,18,3,5,3,0,6,2021,2021,633900,655000,5/22/2021 0:00,5/28/2021 0:00,2003
CRNS21107461,290 S 1st ST ,Shandon,93461,San Luis Obispo,14,1122,7350,44,2,3,2,0,6,2021,2021,399900,392000,5/19/2021 0:00,5/25/2021 0:00,1977
BA321041812,347 W Mill ST ,Ukiah,95482,Mendocino,35,1616,6312,68,2,3,2,0,7,2021,2021,495000,528000,5/17/2021 0:00,5/24/2021 0:00,1953
ME221052997,5416 Miriam CT ,Carmichael,95608,Sacramento,4,2235,8263,32,3,4,3,0,8,2021,2021,549000,581000,5/20/2021 0:00,5/28/2021 0:00,1989
ML81845136,423 Spruce ST ,Half Moon Bay,94019,San Mateo,13,1572,7353,62,2,3,2,0,7,2021,2021,1299000,1600000,5/21/2021 0:00,5/28/2021 0:00,1959
CRSW21110283,24589 Avenida Musico ,Murrieta,92562,Riverside,1,2745,7405,25,3,4,3,0,3,2021,2021,700000,700000,5/27/2021 0:00,5/30/2021 0:00,1996
CNSR21108028,37751 Bluette LN ,Palmdale,93551,Los Angeles,0,1780,7730,16,2,3,2,0,6,2021,2021,460000,500000,5/18/2021 0:00,5/24/2021 0:00,2005
CNSR21105475,6642 Lennox AVE ,Van Nuys,91405,Los Angeles,0,1922,6507,59,2,3,2,0,7,2021,2021,799900,855000,5/17/2021 0:00,5/24/2021 0:00,1962
CC40951362,4494 Silverberry Ct ,Concord,94521,Contra Costa,6,2282,5985,46,3,4,3,0,0,2021,2021,995000,1100000,5/24/2021 0:00,5/24/2021 0:00,1975
ML81844313,1425 Gerlach DR ,San Jose,95118,Santa Clara,7,1188,6801,59,2,3,2,0,2,2021,2021,1099000,1230000,5/21/2021 0:00,5/23/2021 0:00,1962
CRBB21115773,22743 Berdon ST ,Woodland Hills,91367,Los Angeles,0,1085,6749,71,1,3,1,0,0,2021,2021,779000,850000,5/24/2021 0:00,5/24/2021 0:00,1950
ME202002454,11284 Holiday DR ,Clipper Mills,95930,Butte,11,1899,13939,15,2,3,2,0,58,2020,2020,265000,255000,8/15/2020 0:00,10/12/2020 0:00,2006
ML81844767,542 Snyder AVE ,San Jose,95125,Santa Clara,7,1035,4593,101,2,2,2,0,6,2021,2021,1195000,1410000,5/19/2021 0:00,5/25/2021 0:00,1920
ML81844667,746 Jennifer WAY ,Milpitas,95035,Santa Clara,7,1350,2721,37,3,2,2,1,7,2021,2021,1099000,1185000,5/19/2021 0:00,5/26/2021 0:00,1984
CRCV21108124,10152 Chambord DR ,Rancho Cucamonga,91737,San Bernardino,3,1325,3150,33,3,3,2,1,8,2021,2021,580000,590000,5/19/2021 0:00,5/27/2021 0:00,1988
CRSN21109925,1476 Oak Ridge DR ,Chico,95928,Butte,11,1562,28314,35,1,3,1,0,3,2021,2021,485000,499000,5/21/2021 0:00,5/24/2021 0:00,1986
ME221054178,288 Colner CIR ,Folsom,95630,Sacramento,4,1717,1986,4,3,3,2,1,5,2021,2021,553000,590000,5/20/2021 0:00,5/25/2021 0:00,2017
BA321059006,9 Chanticleer ,Larkspur,94939,Marin,15,1276,9500,101,2,3,2,0,16,2021,2021,1895000,2100000,5/5/2021 0:00,5/21/2021 0:00,1920
CRSB21107218,1720 Magnolia AVE ,Manhattan Beach,90266,Los Angeles,0,1008,5019,74,1,3,1,0,43,2021,2021,1575000,1575000,4/16/2021 0:00,5/29/2021 0:00,1947
CRNP21119711,1710 Kings RD ,Newport Beach,92663,Orange,2,3700,7935,68,2,3,2,0,3,2021,2021,3900000,3900000,5/16/2021 0:00,5/19/2021 0:00,1953
CC40951034,4309 Galenez Way ,Antioch,94531,Contra Costa,6,3180,7800,20,3,4,2,1,0,2021,2021,799000,880000,5/21/2021 0:00,5/21/2021 0:00,2001
BA321036734,280 Via La Paz ,Greenbrae,94904,Marin,15,2010,9439,61,2,3,2,0,7,2021,2021,1999000,2225000,5/20/2021 0:00,5/27/2021 0:00,1960
BA321031662,620 Robinson WAY ,Benicia,94510,Solano,16,3761,8124,22,4,5,4,0,0,2021,2021,1188000,1200000,5/30/2021 0:00,5/30/2021 0:00,1999
CRPW21111197,6833 Severn DR ,Paramount,90723,Los Angeles,0,1098,5534,66,2,4,2,0,0,2021,2021,575000,575000,5/24/2021 0:00,5/24/2021 0:00,1955
BA321042437,1710 Landmark DR ,Vallejo,94591,Solano,16,2549,15926,18,3,4,2,1,3,2021,2021,815000,925000,5/22/2021 0:00,5/25/2021 0:00,2003
SF421554653,7549 Circle Hill DR ,Oakland,94605,Alameda,8,920,5460,79,1,2,1,0,7,2021,2021,749000,922000,5/21/2021 0:00,5/28/2021 0:00,1942
ME202000622,1821 Pheasant DR ,Yuba City,95993,Sutter,23,2397,7405,27,2,4,2,0,154,2020,2020,417000,410000,2/23/2020 0:00,7/26/2020 0:00,1994
CC40950524,380 Blue Oak Ln ,Clayton,94517,Contra Costa,6,3008,13165,26,3,4,3,0,3,2021,2021,1260000,1465000,5/19/2021 0:00,5/22/2021 0:00,1995
BE40951940,3803 Newton Way ,Pleasanton,94588,Alameda,8,1293,4116,24,2,3,2,0,0,2021,2021,1075000,1145000,5/28/2021 0:00,5/28/2021 0:00,1997
ML81844600,27827 Via Feliz ,Los Altos Hills,94022,Santa Clara,7,3550,98445.6,41,3,4,3,0,7,2021,2021,5988000,7500000,5/19/2021 0:00,5/26/2021 0:00,1980
CRIV21108109,144 Chumash Cove ,Perris,92570,Riverside,1,2300,9148,0,3,5,3,0,4,2021,2021,494900,540000,5/16/2021 0:00,5/20/2021 0:00,2021
CNSR21094540,26966 Pebble Ridge PL ,Valencia,91381,Los Angeles,0,4129,9051,18,5,5,5,0,21,2021,2021,1490000,1490000,5/4/2021 0:00,5/25/2021 0:00,2003
CRIV21108377,1181 Paseo Tasco CIR ,Corona,92882,Riverside,1,1944,7841,25,2,4,2,0,6,2021,2021,699900,711000,5/20/2021 0:00,5/26/2021 0:00,1996
CRNS21109076,7915 Santa Ysabel AVE 1,Atascadero,93422,San Luis Obispo,14,1460,864,15,2,3,2,0,9,2021,2021,510000,510000,5/20/2021 0:00,5/29/2021 0:00,2006
TM21-732388,14990 Valley Vista BLVD ,Sherman Oaks,91403,Los Angeles,0,2073,4734,73,3,3,3,0,7,2021,2021,1699000,1925000,5/19/2021 0:00,5/26/2021 0:00,1948
CRPTP2103666,24 Bridgetown ,Coronado,92118,San Diego,5,2095,4146,33,3,4,3,0,0,2021,2021,1595000,1595000,4/21/2021 0:00,4/21/2021 0:00,1988
CRSW21100792,27101 Tosa LN ,Menifee,92584,Riverside,1,2096,8712,18,2,3,2,0,13,2021,2021,525000,550000,5/10/2021 0:00,5/23/2021 0:00,2003
