MLS_Number,Street_Address,City,Zip_Code,county,County_Index,SqFtTotal,Lot_Size,Age,BathsTotal,BedsTotal,BathsFull,BathsHalf,DOM,Year_List,Year_Sold,List_Price,Sale_Price,Listing_Date,Sale_Date,Year_Built
CRPW21109339,6250 Myrtle AVE ,Long Beach,90805,Los Angeles,0,777,5051,82,1,2,1,0,3,2021,2021,499000,510000,5/21/2021 0:00,5/24/2021 0:00,1939
CC40950038,4152 Terra Alta ,San Ramon,94582,Contra Costa,6,2374,8000,35,3,4,2,1,3,2021,2021,1525000,1750000,5/19/2021 0:00,5/22/2021 0:00,1986
CNSR21107507,15049 Northwind LN ,North Hills,91343,Los Angeles,0,1792,80646,16,3,3,2,1,6,2021,2021,595000,636000,5/18/2021 0:00,5/24/2021 0:00,2005
CRIG21118902,2294 Mountain Woods ST ,Colton,92324,San Bernardino,3,1102,5000,39,2,3,2,0,8,2021,2021,385000,370000,4/16/2021 0:00,4/24/2021 0:00,1982
ML81845499,3802 Vineyard DR ,Redwood City,94061,San Mateo,13,1890,7268,63,3,4,2,1,6,2021,2021,2244000,2440000,5/24/2021 0:00,5/30/2021 0:00,1958
ME221054191,845 Village AVE ,Lathrop,95330,San Joaquin,10,3552,6865,15,3,4,2,1,7,2021,2021,695000,782500,5/19/2021 0:00,5/26/2021 0:00,2006
EB40950776,87 SPENCER WAY ,Brentwood,94513,Contra Costa,6,1524,5620,24,2,2,2,0,2,2021,2021,549900,580000,5/20/2021 0:00,5/22/2021 0:00,1997
CRIV21106482,28699 Murrieta RD ,Sun City,92586,Riverside,1,1021,7405,55,1,2,1,0,0,2021,2021,224900,217500,5/14/2021 0:00,5/14/2021 0:00,1966
CROC21103952,8 Kelsey ,Irvine,92618,Orange,2,2648,3973,21,3,5,2,1,6,2021,2021,1300000,1355000,5/20/2021 0:00,5/26/2021 0:00,2000
CRNDP2105644,5041 Caesena Way ,Oceanside,92056,San Diego,5,2050,4638,33,2,2,2,0,3,2021,2021,929900,960000,5/20/2021 0:00,5/23/2021 0:00,1988
ME221052586,5812 20th AVE ,Sacramento,95820,Sacramento,4,1104,6534,67,1,2,1,0,4,2021,2021,415000,425500,5/17/2021 0:00,5/21/2021 0:00,1954
CRIG21103854,4490 Lidia CT ,Chino,91710,San Bernardino,3,1000,3745,48,2,2,2,0,8,2021,2021,399999,466000,5/19/2021 0:00,5/27/2021 0:00,1973
CRWS21109114,7206 Redwood AVE ,Hesperia,92345,San Bernardino,3,2340,19600,16,2,3,2,0,8,2021,2021,435000,467500,5/20/2021 0:00,5/28/2021 0:00,2005
ME221048080,14998 Pammy WAY ,Grass Valley,95949,Nevada,27,1991,20909,36,2,3,2,0,4,2021,2021,398000,468500,5/24/2021 0:00,5/28/2021 0:00,1985
ML81844979,1305 Irving AVE ,Monterey,93940,Monterey,24,1818,7405,73,2,4,2,0,10,2021,2021,1288888,1400000,5/20/2021 0:00,5/30/2021 0:00,1948
CRCV21106089,16120 S Normandie AVE ,Gardena,90247,Los Angeles,0,820,4759,68,1,2,1,0,4,2021,2021,595000,595000,5/18/2021 0:00,5/22/2021 0:00,1953
CNSR21112217,446 E 118th ST ,Los Angeles,90061,Los Angeles,0,788,5563,75,1,3,1,0,2,2021,2021,499000,487000,5/25/2021 0:00,5/27/2021 0:00,1946
CRIV21110886,25785 Walker ST ,San Bernardino,92404,San Bernardino,3,858,7200,69,2,4,2,0,2,2021,2021,360000,360000,5/22/2021 0:00,5/24/2021 0:00,1952
CROC21107014,23556 Mountain Breeze DR ,Murrieta,92562,Riverside,1,2328,7841,20,3,4,2,1,8,2021,2021,550000,570000,5/18/2021 0:00,5/26/2021 0:00,2001
CRSW21106225,2797 Banyan Tree LN ,Hemet,92545,Riverside,1,1654,5227,32,2,3,2,0,5,2021,2021,295000,340000,5/18/2021 0:00,5/23/2021 0:00,1989
ML81844824,1831 Saint Lawrence DR ,Santa Clara,95051,Santa Clara,7,1080,5035,67,2,2,2,0,0,2021,2021,1200000,1200000,5/19/2021 0:00,5/19/2021 0:00,1954
CNSR21105694,44732 Shadowcrest DR ,Lancaster,93536,Los Angeles,0,932,6829,26,2,2,2,0,6,2021,2021,325000,335000,5/17/2021 0:00,5/23/2021 0:00,1995
CROC21106810,19 Eastridge ,Trabuco Canyon,92679,Orange,2,2315,28334,32,3,3,2,1,8,2021,2021,1499000,1600000,5/19/2021 0:00,5/27/2021 0:00,1989
CROC21136605,18 Via Vison ,Rancho Santa Margarita,92688,Orange,2,2872,7770,23,3,5,2,1,0,2021,2021,1098800,1000000,5/15/2021 0:00,5/15/2021 0:00,1998
CRNDP2107070,3531 S Sundown ,Oceanside,92056,San Diego,5,1513,3508,45,2,2,2,0,2,2021,2021,572000,572000,5/22/2021 0:00,5/24/2021 0:00,1976
CNSR21106486,21228 Merridy ST ,Chatsworth,91311,Los Angeles,0,2286,7499,55,3,4,3,0,6,2021,2021,825000,905000,5/19/2021 0:00,5/25/2021 0:00,1966
ML81844958,4827 Rio Vista AVE ,San Jose,95129,Santa Clara,7,2325,4588,41,3,4,2,1,5,2021,2021,2000000,2150000,5/20/2021 0:00,5/25/2021 0:00,1980
CREV21102047,3107 W Polk AVE ,Anaheim,92801,Orange,2,1276,7234,68,1,3,1,0,30,2021,2021,640000,630000,4/28/2021 0:00,5/28/2021 0:00,1953
ML81846188,122 Wesley ST ,Capitola,95010,Santa Cruz,25,1312,6316,58,2,3,2,0,2,2021,2021,1415000,1415000,5/25/2021 0:00,5/27/2021 0:00,1963
ME221055047,2804 La Paz WAY ,Sacramento,95821,Sacramento,4,1087,7632,72,1,2,1,0,4,2021,2021,359000,398880,5/21/2021 0:00,5/25/2021 0:00,1949
ME221052955,345 Renoir CT ,El Dorado Hills,95762,El Dorado,19,2978,14375,8,4,3,3,1,5,2021,2021,897000,950000,5/20/2021 0:00,5/25/2021 0:00,2013
CRCV21158267,71657 Cactus DR ,Twentynine Palms,92277,San Bernardino,3,1104,8880,65,1,3,1,0,0,2021,2021,154900,154900,5/14/2021 0:00,5/14/2021 0:00,1956
CRPW21102647,5742 E Lucia ,Long Beach,90803,Los Angeles,0,1868,2404,40,2,3,1,1,14,2021,2021,1350000,1330000,5/13/2021 0:00,5/27/2021 0:00,1981
CRAR21106237,548 E Virginia AVE ,Glendora,91741,Los Angeles,0,2563,9423,37,3,3,3,0,6,2021,2021,998000,1047500,5/20/2021 0:00,5/26/2021 0:00,1984
CRNS21110248,2921 Yorktown PL ,Riverside,92504,Riverside,1,1967,8712,44,2,4,2,0,1,2021,2021,565000,600000,5/22/2021 0:00,5/23/2021 0:00,1977
ML81844717,1176 Greenwood AVE ,Palo Alto,94301,Santa Clara,7,1824,7899,75,3,3,3,0,9,2021,2021,3350000,4005000,5/19/2021 0:00,5/28/2021 0:00,1946
ME221046228,2473 Pleasant Grove BLVD ,Roseville,95747,Placer,9,1658,2657,6,3,4,2,1,5,2021,2021,468000,480000,5/20/2021 0:00,5/25/2021 0:00,2015
BA321053538,202 Tamalpais RD ,Fairfax,94930,Marin,15,454,6416,60,1,1,1,0,43,2021,2021,550000,550000,3/27/2021 0:00,5/9/2021 0:00,1961
CRSC21104952,4 Los Palos DR ,San Luis Obispo,93401,San Luis Obispo,14,1579,3600,45,2,3,2,0,9,2021,2021,565000,585000,5/17/2021 0:00,5/26/2021 0:00,1976
CRDW21107525,247 E Victoria ST ,Rialto,92376,San Bernardino,3,1490,14523,67,1,3,1,0,6,2021,2021,440000,470000,5/20/2021 0:00,5/26/2021 0:00,1954
ME221055844,8465 Tropical WAY ,Elk Grove,95757,Sacramento,4,2086,3894,6,3,4,3,0,5,2021,2021,560000,595000,5/21/2021 0:00,5/26/2021 0:00,2015
ML81845315,2131 Harkins AVE ,Menlo Park,94025,San Mateo,13,1360,6420,63,2,3,2,0,6,2021,2021,2298000,2780000,5/21/2021 0:00,5/27/2021 0:00,1958
ME221054395,1610 Thunderbolt TRL ,Arnold,95223,Calaveras,39,3303,58370,16,3,3,2,1,10,2021,2021,949888,950000,5/19/2021 0:00,5/29/2021 0:00,2005
CNSR21104886,29650 Poppy Meadow ST ,Canyon Country,91387,Los Angeles,0,1198,10326,36,2,3,2,0,6,2021,2021,649999,700000,5/20/2021 0:00,5/26/2021 0:00,1985
CRPV21105488,1352 Via Romero ,Palos Verdes Estates,90274,Los Angeles,0,4148,12419,46,5,5,4,1,10,2021,2021,3050000,3330000,5/17/2021 0:00,5/27/2021 0:00,1975
CRDW21109912,824 Orange Grove AVE ,San Fernando,91340,Los Angeles,0,1244,5594,75,2,3,2,0,6,2021,2021,595000,690000,5/21/2021 0:00,5/27/2021 0:00,1946
CRNP21077425,375 Catalina Shore DR ,Costa Mesa,92627,Orange,2,1912,3508,24,3,4,2,1,0,2021,2021,1595000,1595000,5/18/2021 0:00,5/18/2021 0:00,1997
CRPW21106813,528 S Grand ST ,Orange,92866,Orange,2,1620,6700,102,2,2,2,0,12,2021,2021,849900,855000,5/18/2021 0:00,5/30/2021 0:00,1919
CNSR21118578,23015 Hatteras ST ,Woodland Hills,91367,Los Angeles,0,2210,22476,71,2,3,2,0,0,2021,2021,1400000,1400000,1/26/2021 0:00,1/26/2021 0:00,1950
CRCV21093600,7410 Lyons AVE ,Hesperia,92345,San Bernardino,3,2167,19000,31,3,4,3,0,30,2021,2021,478000,478000,4/30/2021 0:00,5/30/2021 0:00,1990
CNSR21106248,44739 Stanridge AVE ,Lancaster,93535,Los Angeles,0,1260,6262,66,2,3,2,0,6,2021,2021,285000,299000,5/18/2021 0:00,5/24/2021 0:00,1955
CROC21132881,2739 E Lakeside AVE ,Orange,92867,Orange,2,2790,8000,57,3,5,3,0,22,2021,2021,999000,1000000,4/26/2021 0:00,5/18/2021 0:00,1964
ME221053226,150 Buckeye ,Woodland,95695,Yolo,26,1053,5828,64,1,3,1,0,3,2021,2021,395000,395000,5/19/2021 0:00,5/22/2021 0:00,1957
CRPV21091561,410 Paseo De La Concha ,Redondo Beach,90277,Los Angeles,0,3294,6007,25,4,4,3,1,5,2021,2021,3036700,3036700,4/29/2021 0:00,5/4/2021 0:00,1996
ME221052826,7309 Saltgrass WAY ,Elk Grove,95758,Sacramento,4,2149,6260,32,3,4,2,1,5,2021,2021,579000,625500,5/21/2021 0:00,5/26/2021 0:00,1989
CRAR21107739,4918 El Monte AVE ,Temple City,91780,Los Angeles,0,786,7178,75,2,2,2,0,8,2021,2021,699900,700000,5/20/2021 0:00,5/28/2021 0:00,1946
CRPTP2103476,1031 Cypress CIR ,San Marcos,92069,San Diego,5,1406,9800,46,2,3,2,0,12,2021,2021,577000,639000,5/12/2021 0:00,5/24/2021 0:00,1975
CRSC21096260,9570 Marchant WAY ,Atascadero,93422,San Luis Obispo,14,1741,14100,74,1,2,1,0,22,2021,2021,450000,500000,5/4/2021 0:00,5/26/2021 0:00,1947
ME221054846,1839 Hidden Hills DR ,Roseville,95661,Placer,9,1636,10289,35,2,4,2,0,5,2021,2021,550000,618000,5/20/2021 0:00,5/25/2021 0:00,1986
ML81846429,966 Heacock AVE ,Pacific Grove,93950,Monterey,24,707,2500,91,1,2,1,0,1,2021,2021,799000,799000,5/28/2021 0:00,5/29/2021 0:00,1930
CRSC21087971,9509 Estrada AVE ,Santa Margarita,93453,San Luis Obispo,14,2452,14375,68,2,4,2,0,37,2021,2021,749000,825000,4/21/2021 0:00,5/28/2021 0:00,1953
ME221056482,791 Cristina CT ,Folsom,95630,Sacramento,4,4800,19297,1,4,5,4,0,3,2021,2021,1999999,2175000,5/23/2021 0:00,5/26/2021 0:00,2020
CRSW21114694,1153 Don Alberto LN ,San Jacinto,92582,Riverside,1,1389,6098,32,2,3,2,0,1,2021,2021,335000,325000,5/29/2021 0:00,5/30/2021 0:00,1989
ME221056102,8521 Modena WAY ,Elk Grove,95624,Sacramento,4,2662,6756,16,3,5,3,0,5,2021,2021,695000,691900,5/21/2021 0:00,5/26/2021 0:00,2005
ML81845324,221 Segre PL ,Santa Cruz,95060,Santa Cruz,25,1620,6186,55,2,3,2,0,7,2021,2021,1197000,1382125,5/21/2021 0:00,5/28/2021 0:00,1966
CRPW21105187,14444 Hillcrest DR ,Fontana,92337,San Bernardino,3,1368,4500,35,2,3,2,0,10,2021,2021,449900,479400,5/15/2021 0:00,5/25/2021 0:00,1986
CRCV21059171,7077 Campbell PL ,Rancho Cucamonga,91701,San Bernardino,3,1771,7400,33,3,4,2,1,0,2021,2021,630000,630000,5/20/2021 0:00,5/20/2021 0:00,1988
CRP1-4752,4730 Daleridge RD ,La Canada Flintridge,91011,Los Angeles,0,2140,9759,71,2,3,1,1,7,2021,2021,1695000,2060000,5/16/2021 0:00,5/23/2021 0:00,1950
BE40950440,2350 whitetail ,Antioch,94531,Contra Costa,6,2035,6000,26,4,4,3,1,0,2021,2021,605000,605000,5/18/2021 0:00,5/18/2021 0:00,1995
CROC21106804,27 Palta ST ,Ladera Ranch,92694,Orange,2,1927,2405,4,3,3,2,1,4,2021,2021,900000,956000,5/20/2021 0:00,5/24/2021 0:00,2017
CRDW21107343,216 E Carter ST ,Rialto,92376,San Bernardino,3,1067,10400,64,2,3,2,0,6,2021,2021,479900,473000,5/21/2021 0:00,5/27/2021 0:00,1957
CRSB21107474,3416 Tenaya AVE ,South Gate,90280,Los Angeles,0,960,2197,97,2,2,1,1,12,2021,2021,399995,470000,5/10/2021 0:00,5/22/2021 0:00,1924
CRPTP2103643,2393 Lonita ,Imperial,92251,Imperial,46,2460,7052,2,4,4,3,1,1,2021,2021,409000,420000,5/27/2021 0:00,5/28/2021 0:00,2019
SF421557400,15 South Hill BLVD ,San Francisco,94112,San Francisco,21,1355,2787,97,2,2,2,0,0,2021,2021,1100000,1100000,5/26/2021 0:00,5/26/2021 0:00,1924
CRSB21109126,24627 Bernard DR ,Crestline,92325,San Bernardino,3,2008,7200,43,3,4,3,0,7,2021,2021,385000,420000,5/21/2021 0:00,5/28/2021 0:00,1978
CROC21108482,2542 Calle Jade ,San Clemente,92673,Orange,2,2729,4756,25,3,3,3,0,6,2021,2021,1399000,1390000,5/19/2021 0:00,5/25/2021 0:00,1996
ME221055574,1209 Buckboard DR ,Lincoln,95648,Placer,9,1865,7754,35,2,3,2,0,8,2021,2021,499000,507000,5/21/2021 0:00,5/29/2021 0:00,1986
ME221053425,311 Dorinda CT ,Lincoln,95648,Placer,9,2411,7096,16,3,4,2,1,5,2021,2021,515000,577000,5/21/2021 0:00,5/26/2021 0:00,2005
CRFR21107379,1743 N Mont Blanc LN ,Clovis,93619,Fresno,36,1971,3266,19,3,4,2,1,2,2021,2021,389000,420000,5/19/2021 0:00,5/21/2021 0:00,2002
BE40955205,6024 Allium Pl ,Newark,94560,Alameda,8,1929,3517,5,3,4,2,1,28,2021,2021,1350000,1455000,3/8/2021 0:00,4/5/2021 0:00,2016
ME221053801,2208 Westmora AVE ,Stockton,95210,San Joaquin,10,1242,5641,43,2,4,2,0,5,2021,2021,335000,335100,5/21/2021 0:00,5/26/2021 0:00,1978
CRCV21097641,103 Muir Woods RD ,Perris,92570,Riverside,1,2134,5227,6,2,3,2,0,25,2021,2021,425000,465000,5/3/2021 0:00,5/28/2021 0:00,2015
CNSR21112975,10245 Portland AVE ,Hesperia,92345,San Bernardino,3,1401,19380,43,2,3,2,0,10,2021,2021,265000,260000,5/19/2021 0:00,5/29/2021 0:00,1978
CROC21110509,567 Brian ST ,Hemet,92544,Riverside,1,1510,6970,42,2,2,2,0,2,2021,2021,298800,280000,5/24/2021 0:00,5/26/2021 0:00,1979
BE40951730,1436 Lytelle ,Hayward,94544,Alameda,8,1119,5700,65,2,3,2,0,1,2021,2021,699950,725000,2/16/2021 0:00,2/17/2021 0:00,1956
ME202002701,15050 Amos ,Anderson,96007,Shasta,37,1357,871200,19,2,3,1,1,0,2020,2020,220000,220000,8/26/2020 0:00,8/26/2020 0:00,2002
CROC21104813,31747 Sweetwater CIR ,Temecula,92591,Riverside,1,3240,5663,8,4,4,3,1,9,2021,2021,715000,800000,5/17/2021 0:00,5/26/2021 0:00,2013
BE40950283,509 Kay Ann court ,El Sobrante,94803,Contra Costa,6,1901,7013,58,3,3,2,1,0,2021,2021,700000,700000,5/17/2021 0:00,5/17/2021 0:00,1963
CRJT21109929,74430 Starlight DR ,Twentynine Palms,92277,San Bernardino,3,1448,18698,14,2,3,2,0,2,2021,2021,279900,280000,5/19/2021 0:00,5/21/2021 0:00,2007
CROC21108139,1295 Punta WAY ,Monterey Park,91754,Los Angeles,0,2364,10326,68,5,4,4,1,5,2021,2021,1190000,1365000,5/20/2021 0:00,5/25/2021 0:00,1953
ME221043804,4396 Holly Dr ,Shingle Springs,95682,El Dorado,19,2210,54450,45,3,3,2,1,6,2021,2021,849900,950000,5/17/2021 0:00,5/23/2021 0:00,1976
ME221053238,112 Alezane DR ,Folsom,95630,Sacramento,4,1406,8050,42,2,3,2,0,4,2021,2021,525000,570000,5/21/2021 0:00,5/25/2021 0:00,1979
ME221055013,825 San Juan ,Stockton,95203,San Joaquin,10,1016,6399,67,1,3,1,0,4,2021,2021,229900,265000,5/21/2021 0:00,5/25/2021 0:00,1954
ME221053893,1924 Meadow Oak LN ,Meadow Vista,95722,Placer,9,2694,56628,14,3,4,2,1,7,2021,2021,785000,830000,5/19/2021 0:00,5/26/2021 0:00,2007
CROC21109028,2113 W Valencia DR ,Fullerton,92833,Orange,2,958,6000,68,1,3,1,0,8,2021,2021,620000,650500,5/20/2021 0:00,5/28/2021 0:00,1953
CROC21107577,2665 W Sereno PL ,Anaheim,92804,Orange,2,1359,7195,62,2,3,2,0,4,2021,2021,715900,785000,5/19/2021 0:00,5/23/2021 0:00,1959
CC40950771,1790 Ruth Drive ,Pleasant Hill,94523,Contra Costa,6,1697,10800,10,3,3,2,1,1,2021,2021,1065000,1300000,5/20/2021 0:00,5/21/2021 0:00,2011
EB40950659,6416 Heather Ridge Way ,Oakland,94611,Alameda,8,1518,10800,85,2,3,2,0,7,2021,2021,985000,1210000,5/19/2021 0:00,5/26/2021 0:00,1936
EB40948577,212 Mountain Ave ,Piedmont,94611,Alameda,8,3250,15595,94,3,3,3,0,8,2021,2021,2750000,3900000,5/19/2021 0:00,5/27/2021 0:00,1927
TM21-734306,39311 Chalfont LN ,Palmdale,93551,Los Angeles,0,2302,9295,30,3,4,3,0,4,2021,2021,530000,580000,5/19/2021 0:00,5/23/2021 0:00,1991
CRSW21119845,35782 Butchart ST ,Wildomar,92595,Riverside,1,2728,7405,16,3,4,3,0,1,2021,2021,645000,645000,5/29/2021 0:00,5/30/2021 0:00,2005
EB40950780,694 Redhaven St ,Brentwood,94513,Contra Costa,6,1389,4000,20,2,3,2,0,4,2021,2021,524950,637500,5/20/2021 0:00,5/24/2021 0:00,2001
CRDW21107298,16312 S Muriel AVE ,Compton,90221,Los Angeles,0,1016,6480,77,1,3,1,0,7,2021,2021,599900,590000,5/20/2021 0:00,5/27/2021 0:00,1944
CROC21111827,4911 Lockhaven AVE ,Los Angeles,90041,Los Angeles,0,1343,6437,65,2,4,1,1,0,2021,2021,925000,925000,5/23/2021 0:00,5/23/2021 0:00,1956
CRSW21099099,27364 El Puente ST ,Sun City,92586,Riverside,1,1077,3485,32,2,2,2,0,14,2021,2021,285000,286000,5/10/2021 0:00,5/24/2021 0:00,1989
ME221044794,316 Phoenix CIR ,Lincoln,95648,Placer,9,1186,2474,15,3,3,2,1,6,2021,2021,378000,420000,5/20/2021 0:00,5/26/2021 0:00,2006
BE40950187,241 Tanglewood Dr ,Richmond,94806,Contra Costa,6,2876,7791,17,3,4,3,0,3,2021,2021,898000,1110000,5/18/2021 0:00,5/21/2021 0:00,2004
CRPW21103580,1116 Niguel Canyon WAY ,Brea,92821,Orange,2,2176,5984,41,3,3,2,1,9,2021,2021,900000,885000,5/13/2021 0:00,5/22/2021 0:00,1980
CNSR21107223,7610 N Justice WAY ,Van Nuys,91405,Los Angeles,0,1574,2177,5,3,4,2,1,9,2021,2021,695000,711500,5/19/2021 0:00,5/28/2021 0:00,2016
CRSW21107713,2601 Grand Teton AVE ,Hemet,92544,Riverside,1,1499,7405,36,2,3,2,0,10,2021,2021,330000,380000,5/20/2021 0:00,5/30/2021 0:00,1985
CRPW21094817,815 Rosarita DR ,Fullerton,92835,Orange,2,2659,12432,57,4,4,3,1,22,2021,2021,1299000,1370000,5/4/2021 0:00,5/26/2021 0:00,1964
CRSB21109368,135 Amethyst CIR ,Gardena,90248,Los Angeles,0,2510,4676,21,3,3,3,0,1,2021,2021,899000,920000,5/21/2021 0:00,5/22/2021 0:00,2000
CNSR21099036,736 N Parkman AVE ,Silver Lake,90026,Los Angeles,0,1702,1197,0,2,3,1,1,238,2020,2021,1179000,1179000,9/21/2020 0:00,5/17/2021 0:00,2021
CRWS21106030,2245 Simon ST ,Fullerton,92833,Orange,2,3073,5682,18,4,5,3,1,8,2021,2021,1299900,1425000,5/18/2021 0:00,5/26/2021 0:00,2003
CRIV21106644,6936 Fontaine PL ,Rancho Cucamonga,91739,San Bernardino,3,2554,6451,22,3,4,2,1,9,2021,2021,699988,800000,5/18/2021 0:00,5/27/2021 0:00,1999
ME221051924,13255 China Close ,Nevada City,95959,Nevada,27,1804,33541,53,2,3,2,0,6,2021,2021,430000,410000,5/18/2021 0:00,5/24/2021 0:00,1968
ME202101056,9150 Larkin RD ,,95953,Sutter,23,2962,46174,57,3,3,2,1,11,2021,2021,729000,735000,4/29/2021 0:00,5/10/2021 0:00,1964
CC40950507,61 Vista Encinos ,Moraga,94556,Contra Costa,6,3798,34197,0,4,5,3,1,0,2021,2021,2495000,2495000,5/19/2021 0:00,5/19/2021 0:00,2021
CRWS21103695,11662 Ranchito ST ,El Monte,91732,Los Angeles,0,1388,5213,84,2,3,2,0,8,2021,2021,658000,755000,5/19/2021 0:00,5/27/2021 0:00,1937
CRCV21101977,1716 E Hawthorne ST ,Ontario,91764,San Bernardino,3,1312,8906,62,2,4,2,0,11,2021,2021,539500,535000,5/16/2021 0:00,5/27/2021 0:00,1959
ML81846276,1114 Barnes LN ,San Jose,95120,Santa Clara,7,4007,13355,16,5,5,4,1,0,2021,2021,2880000,2880000,5/28/2021 0:00,5/28/2021 0:00,2005
ML81846150,3595 Brent CT ,Pleasanton,94588,Alameda,8,1796,15715,36,2,4,2,0,0,2021,2021,1150000,1150000,5/27/2021 0:00,5/27/2021 0:00,1985
CREV21106201,34862 Miller PL ,Beaumont,92223,Riverside,1,3830,13504,14,4,5,4,0,8,2021,2021,595000,595000,5/18/2021 0:00,5/26/2021 0:00,2007
ME221057729,2020 Racoon TRL ,Pollock Pines,95726,El Dorado,19,1665,88427,39,3,4,3,0,2,2021,2021,499000,490000,5/26/2021 0:00,5/28/2021 0:00,1982
EB40950428,115 Pomona Avenue ,El Cerrito,94530,Contra Costa,6,2207,5136,82,3,4,3,0,0,2021,2021,2000000,2000000,5/18/2021 0:00,5/18/2021 0:00,1939
CC40950688,127 Greenmeadow Cir ,Pittsburg,94565,Contra Costa,6,2657,6600,26,3,4,2,1,8,2021,2021,749888,760000,5/19/2021 0:00,5/27/2021 0:00,1995
CRMD21107560,48395 Victoria CT ,Oakhurst,93644,Madera,28,2123,6970,19,3,4,3,0,4,2021,2021,359000,350000,5/18/2021 0:00,5/22/2021 0:00,2002
TM21-735038,211 Via Nada ,San Clemente,92672,Orange,2,2229,12000,56,3,5,2,1,4,2021,2021,1999995,1780000,5/21/2021 0:00,5/25/2021 0:00,1965
CRPI21105608,3233 Courtney DR ,Lompoc,93436,Santa Barbara,31,2327,20038,38,2,3,2,0,8,2021,2021,699900,715000,5/17/2021 0:00,5/25/2021 0:00,1983
CROC21106106,9804 Emmons CIR ,Fountain Valley,92708,Orange,2,2053,7203,45,2,4,2,0,19,2021,2021,1129000,1280000,5/8/2021 0:00,5/27/2021 0:00,1976
TM21-733478,3364 Holloway ST ,Newbury Park,91320,Ventura,17,2342,8931,43,3,4,2,1,1,2021,2021,849000,870000,5/20/2021 0:00,5/21/2021 0:00,1978
ML81844806,423 Chaucer ST ,Palo Alto,94301,Santa Clara,7,3858,17368,99,5,5,4,1,5,2021,2021,7395000,7750000,5/20/2021 0:00,5/25/2021 0:00,1922
CRPW21109692,225 Lilac LN ,Brea,92823,Orange,2,4101,15000,57,6,6,4,2,6,2021,2021,1450000,1450000,5/21/2021 0:00,5/27/2021 0:00,1964
ME221056057,9280 Emerald Crest DR ,Elk Grove,95624,Sacramento,4,1364,8276,36,2,3,2,0,4,2021,2021,455000,520000,5/24/2021 0:00,5/28/2021 0:00,1985
CRCV21106968,2687 Corona AVE ,Norco,92860,Riverside,1,2038,6970,46,2,4,2,0,6,2021,2021,550000,575000,5/19/2021 0:00,5/25/2021 0:00,1975
CRP1-4856,2777 Porter AVE ,Altadena,91001,Los Angeles,0,3186,13405,71,2,4,2,0,7,2021,2021,1749000,1870000,5/21/2021 0:00,5/28/2021 0:00,1950
CNSR21096665,725 N Leaf AVE ,West Covina,91791,Los Angeles,0,2172,9593,64,2,5,2,0,8,2021,2021,699023,740000,5/17/2021 0:00,5/25/2021 0:00,1957
EB40951448,9469 Skyline Blvd ,Oakland,94611,Alameda,8,1679,6500,65,2,3,2,0,3,2021,2021,1050000,1450000,5/25/2021 0:00,5/28/2021 0:00,1956
CRDW21108099,4284 Elder AVE ,Seal Beach,90740,Orange,2,2289,5148,51,3,3,2,1,7,2021,2021,1159900,1205000,5/19/2021 0:00,5/26/2021 0:00,1970
CRSW20257416,27818 Cloud Dance CT ,Menifee,92585,Riverside,1,1139,6969,33,1,3,1,0,161,2020,2021,410000,440000,12/14/2020 0:00,5/24/2021 0:00,1988
BA321044556,1139 Massa DR ,Napa,94558,Napa,30,2251,11252,62,3,4,3,0,3,2021,2021,1035000,1100000,5/24/2021 0:00,5/27/2021 0:00,1959
ME221052552,2600 Macgregor CT ,Modesto,95350,Stanislaus,12,1567,7701,59,2,4,2,0,6,2021,2021,429900,450000,5/18/2021 0:00,5/24/2021 0:00,1962
ME221039574,6752 Navion DR ,Citrus Heights,95621,Sacramento,4,1532,16553,60,2,4,2,0,9,2021,2021,485000,500000,5/21/2021 0:00,5/30/2021 0:00,1961
TM21-733880,13350 Margate ST ,Sherman Oaks,91401,Los Angeles,0,1880,6265,67,1,3,1,0,10,2021,2021,1299000,1343814,5/18/2021 0:00,5/28/2021 0:00,1954
ME221055767,1716 Cobblestone DR ,Marysville,95901,Yuba,18,2129,6534,17,3,4,3,0,2,2021,2021,399998,425000,5/21/2021 0:00,5/23/2021 0:00,2004
ME221055829,12039 Alta Sierra Drive ,Grass Valley,95949,Nevada,27,3018,19602,54,3,3,3,0,5,2021,2021,649000,668000,5/23/2021 0:00,5/28/2021 0:00,1967
ME221055447,1920 Yellow Pine DR ,Modesto,95351,Stanislaus,12,988,3328,37,2,3,2,0,4,2021,2021,299000,320000,5/21/2021 0:00,5/25/2021 0:00,1984
CRPI21104930,301 Stillwell DR ,Arroyo Grande,93420,San Luis Obispo,14,1952,7098,0,2,3,1,1,9,2021,2021,1287000,1287000,5/17/2021 0:00,5/26/2021 0:00,2021
CRPW21090085,12607 Meadow Green RD ,La Mirada,90638,Los Angeles,0,1461,8590,62,2,3,2,0,26,2021,2021,845000,845000,4/28/2021 0:00,5/24/2021 0:00,1959
CRPW21111543,29398 Fall River LN ,Menifee,92584,Riverside,1,2916,6970,11,3,4,2,1,6,2021,2021,539995,548000,5/24/2021 0:00,5/30/2021 0:00,2010
ME221019529,9470 Rossport WAY ,Elk Grove,95624,Sacramento,4,3603,7976,20,3,7,3,0,1,2021,2021,775000,853000,5/20/2021 0:00,5/21/2021 0:00,2001
