MLS_Number,county,County_Index,SqFtTotal,Lot_Size,BedsTotal,BathsTotal,BathsFull,BathsHalf,Age,Year_Built,DOM,Year_Sold,Year_List,Sale_Date,List_Price,Sale_Price
CROC21101753,Orange,2,2026,6043,4,2,2,0,53,1968,6,2021,2021,5/24/2021 0:00,859999,875000
CRSN21112142,Butte,11,2045,6970,4,2,2,0,15,2006,5,2021,2021,5/30/2021 0:00,539000,551500
CROC21128669,San Bernardino,3,2170,18720,4,3,3,0,0,2021,0,2021,2021,5/17/2021 0:00,507000,507000
ML81844873,Santa Clara,7,2946,13736,4,3,3,0,73,1948,7,2021,2021,5/27/2021 0:00,4500000,4850000
ME202100222,Butte,11,2265,6534,2,3,2,1,36,1985,1,2021,2021,1/28/2021 0:00,329000,332000
TM21-737738,Los Angeles,0,13300,30204,7,12,8,4,3,2018,1,2021,2021,5/28/2021 0:00,24999000,21150000
CRV1-6055,Ventura,17,1459,6098,3,2,2,0,38,1983,2,2021,2021,5/28/2021 0:00,775000,825000
ME202002150,Butte,11,1495,5663,5,2,2,0,118,1903,12,2020,2020,8/3/2020 0:00,319000,325000
ME221042392,Sacramento,4,3230,9252,5,3,3,0,15,2006,8,2021,2021,5/28/2021 0:00,685900,670000
ME221056498,Sacramento,4,1600,15002,4,3,2,1,111,1910,4,2021,2021,5/27/2021 0:00,499888,480000
ME221048583,Placer,9,1425,6717,3,2,2,0,27,1994,4,2021,2021,5/24/2021 0:00,499900,550000
BE40950759,Alameda,8,1720,4521,3,2,2,0,28,1993,5,2021,2021,5/25/2021 0:00,1100000,1287000
ME221052655,Stanislaus,12,1440,5001,3,2,2,0,29,1992,4,2021,2021,5/21/2021 0:00,400000,405000
ML81845931,San Joaquin,10,2203,10968,4,3,3,0,45,1976,1,2021,2021,5/27/2021 0:00,405000,427000
ML81845074,San Mateo,13,2200,15840,3,3,2,1,84,1937,6,2021,2021,5/27/2021 0:00,3695000,3850000
CROC21107575,Orange,2,2498,11600,4,3,3,0,48,1973,5,2021,2021,5/25/2021 0:00,1749000,1960000
CROC21109208,Orange,2,1890,5000,3,3,2,1,35,1986,4,2021,2021,5/25/2021 0:00,929900,938000
CNSR21106594,Ventura,17,1625,9618,3,3,3,0,57,1964,9,2021,2021,5/27/2021 0:00,895000,895000
CRV1-6082,Ventura,17,3100,44866,4,3,2,1,52,1969,5,2021,2021,5/30/2021 0:00,1795000,2020000
CRCV21108787,San Bernardino,3,1080,12670,3,2,2,0,63,1958,7,2021,2021,5/26/2021 0:00,549500,575000
CRPTP2105154,San Diego,5,5413,53143,5,4,4,0,9,2012,0,2021,2021,4/6/2021 0:00,2399000,2399000
CRNDP2105328,San Diego,5,1722,228819,3,2,2,0,42,1979,28,2021,2021,5/28/2021 0:00,999900,1085000
BA321039932,Marin,15,1282,3250,3,2,2,0,98,1923,13,2021,2021,3/30/2021 0:00,1875000,1875000
ML81844262,Santa Clara,7,1396,10614,3,2,2,0,68,1953,9,2021,2021,5/26/2021 0:00,2498000,3000000
ME602163,Santa Clara,7,1283,6068,3,2,2,0,49,1972,11,2021,2021,4/30/2021 0:00,1200000,1135000
CRPI21104721,Santa Barbara,31,930,6970,2,1,1,0,112,1909,1,2021,2021,5/18/2021 0:00,357000,365500
CRPI21116705,San Luis Obispo,14,1499,7300,3,2,2,0,46,1975,4,2021,2021,5/15/2021 0:00,610000,610000
CRSW21096636,San Diego,5,1348,10000,3,2,2,0,48,1973,11,2021,2021,5/25/2021 0:00,699900,760000
CNSR21106452,Los Angeles,0,4255,17383,5,5,5,0,47,1974,0,2021,2021,5/18/2021 0:00,2400000,2400000
ME221055408,Sacramento,4,2046,12419,3,2,2,0,38,1983,5,2021,2021,5/26/2021 0:00,719000,760000
CRSW21110083,Riverside,1,1317,4792,3,2,2,0,26,1995,4,2021,2021,5/25/2021 0:00,375000,385000
CRSW21100529,Riverside,1,1342,8276,3,2,2,0,19,2002,17,2021,2021,5/23/2021 0:00,420000,485000
CNSR21107899,Los Angeles,0,2695,8442,3,2,2,0,40,1981,4,2021,2021,5/24/2021 0:00,1199950,1170675
CRSW21105859,Riverside,1,2017,9583,3,2,2,0,30,1991,7,2021,2021,5/24/2021 0:00,625000,642500
CRNP21109473,Orange,2,1710,3055,3,2,2,0,56,1965,3,2021,2021,5/28/2021 0:00,1999999,1999999
CRCV21105969,San Bernardino,3,1688,8700,4,2,2,0,27,1994,9,2021,2021,5/26/2021 0:00,510000,540000
CRNDP2108372,San Diego,5,3072,7620,4,3,3,0,17,2004,0,2021,2021,5/17/2021 0:00,1130000,1130000
ME221055026,Stanislaus,12,906,6752,2,1,1,0,103,1918,4,2021,2021,5/24/2021 0:00,275000,275000
CNSR21109621,Los Angeles,0,1541,6661,3,2,2,0,13,2008,5,2021,2021,5/26/2021 0:00,425000,458500
CRPW21082628,Orange,2,2440,6656,5,1,1,0,56,1965,43,2021,2021,4/23/2021 0:00,1200000,1170000
CROC21104172,Orange,2,2481,5100,4,3,3,0,31,1990,11,2021,2021,5/26/2021 0:00,1090000,1060000
ME221053231,Placer,9,1526,7035,3,2,1,1,101,1920,7,2021,2021,5/27/2021 0:00,510000,560000
CRP1-4807,Los Angeles,0,1727,8160,3,1,1,0,80,1941,6,2021,2021,5/25/2021 0:00,1048888,1200000
CROC21108982,Orange,2,2370,3451,3,3,2,1,19,2002,3,2021,2021,5/23/2021 0:00,998000,1075000
ME221052750,Sacramento,4,2906,21841,4,3,3,0,32,1989,7,2021,2021,5/25/2021 0:00,875000,885000
CRIV21109686,Riverside,1,1916,7405,4,3,3,0,32,1989,5,2021,2021,5/26/2021 0:00,469950,510000
CNSR21108907,Los Angeles,0,1167,6814,3,2,1,1,61,1960,9,2021,2021,5/29/2021 0:00,799900,840000
CROC21128812,Orange,2,1972,4121,3,3,2,1,20,2001,114,2021,2021,4/26/2021 0:00,1050000,1050000
ME221055655,Yolo,26,1088,3001,2,2,1,1,43,1978,5,2021,2021,5/26/2021 0:00,459000,465000
CC40950349,Contra Costa,6,931,4500,2,1,1,0,71,1950,9,2021,2021,5/26/2021 0:00,369950,380000
ML81844728,Santa Clara,7,1416,6346,3,2,2,0,51,1970,7,2021,2021,5/26/2021 0:00,1898000,2320000
TM21-744926,Los Angeles,0,5637,13966,5,7,7,0,91,1930,1,2021,2021,4/15/2021 0:00,8800000,8800000
BA321037130,Marin,15,2320,12458,4,3,3,0,72,1949,0,2021,2021,5/20/2021 0:00,1825000,2100000
CREV21109874,Orange,2,1188,6000,3,1,1,0,61,1960,4,2021,2021,5/28/2021 0:00,870000,855000
CRCV21107200,San Bernardino,3,1494,4500,3,3,2,1,35,1986,6,2021,2021,5/25/2021 0:00,475000,495000
TM21-733308,Orange,2,1703,2532,3,3,2,1,19,2002,3,2021,2021,5/22/2021 0:00,875000,880000
CRSW21100155,Riverside,1,3175,17860,5,3,2,1,5,2016,13,2021,2021,5/23/2021 0:00,725000,802000
CROC21097795,Orange,2,3163,6710,4,3,3,0,35,1986,21,2021,2021,5/27/2021 0:00,1250000,1365000
ME221054212,Sacramento,4,2123,4948,3,3,2,1,14,2007,5,2021,2021,5/24/2021 0:00,588888,668000
ME221075673,Yuba,18,2018,8876,4,3,3,0,0,2021,6,2020,2020,12/18/2020 0:00,434960,457910
CROC21105423,Orange,2,2278,10370,4,3,3,0,43,1978,4,2021,2021,5/23/2021 0:00,1129000,1225000
TM21-727122,Los Angeles,0,1856,7507,2,2,2,0,92,1929,9,2021,2021,5/26/2021 0:00,3899000,4160000
CRPI21091610,Santa Barbara,31,2143,8276,5,1,1,0,60,1961,4,2021,2021,5/27/2021 0:00,585000,592500
EB40950651,Alameda,8,1111,4050,2,1,1,0,113,1908,8,2021,2021,5/27/2021 0:00,895000,1420000
CRFR21108987,Los Angeles,0,1904,7646,5,3,3,0,64,1957,3,2021,2021,5/24/2021 0:00,329500,340000
BA321042604,Sonoma,20,3173,18731,3,3,2,1,50,1971,13,2021,2021,4/30/2021 0:00,3995000,4050000
EB40950576,Alameda,8,1312,3800,2,2,1,1,91,1930,8,2021,2021,5/27/2021 0:00,1100000,1851000
BA321044817,Mendocino,35,2296,13060,4,3,3,0,54,1967,110,2021,2021,4/26/2021 0:00,585000,585000
ML81844353,Santa Clara,7,2565,5964,5,3,3,0,27,1994,0,2021,2021,5/17/2021 0:00,1999800,2400000
CRSW21101462,Riverside,1,2500,9148,5,3,3,0,29,1992,15,2021,2021,5/26/2021 0:00,699999,725000
CRSN21087846,Butte,11,1351,8276,3,1,1,0,69,1952,31,2021,2021,5/27/2021 0:00,324500,360000
CREV21128231,San Bernardino,3,1196,8580,4,2,2,0,68,1953,7,2021,2020,1/1/2021 0:00,415000,400000
CRPW21109445,Orange,2,2277,11300,3,3,3,0,64,1957,9,2021,2021,5/30/2021 0:00,949000,985000
CNSR21108631,Los Angeles,0,1429,5918,3,2,2,0,54,1967,3,2021,2021,5/28/2021 0:00,639900,660000
CROC21111952,Orange,2,760,8977,2,1,1,0,87,1934,5,2021,2021,5/26/2021 0:00,610000,625000
CRPTP2103505,San Diego,5,1251,10890,3,2,2,0,37,1984,1,2021,2021,5/22/2021 0:00,699900,800000
CROC21103410,Orange,2,2209,6047,4,3,2,1,53,1968,11,2021,2021,5/26/2021 0:00,1135888,1160000
CRCV21106454,Riverside,1,2046,15682,3,3,2,1,64,1957,10,2021,2021,5/28/2021 0:00,585000,585000
ML81846028,Santa Clara,7,1711,7959,2,2,2,0,53,1968,0,2021,2021,5/27/2021 0:00,1210000,1210000
ME221053107,Sacramento,4,2537,5881,4,4,4,0,8,2013,7,2021,2021,5/26/2021 0:00,680000,780000
ME221049440,Alameda,8,2380,6778,4,3,2,1,96,1925,8,2021,2021,5/27/2021 0:00,1425000,2025000
BE40951111,Alameda,8,1316,7614,3,2,2,0,66,1955,0,2021,2021,5/21/2021 0:00,750000,750000
CNSR21090226,Los Angeles,0,2814,6845,4,3,3,0,30,1991,4,2021,2021,5/24/2021 0:00,1075000,1175000
ME221051875,Butte,11,2501,8276,4,3,3,0,16,2005,2,2021,2021,5/20/2021 0:00,435000,430500
ML81844740,San Mateo,13,1970,4220,3,3,2,1,42,1979,7,2021,2021,5/26/2021 0:00,1995000,2250000
CROC21102411,Orange,2,2326,7700,4,1,1,0,61,1960,16,2021,2021,5/29/2021 0:00,1350000,1350000
ML81844853,Alameda,8,1078,6000,3,2,2,0,58,1963,5,2021,2021,5/25/2021 0:00,998000,1200888
CREV21107955,San Bernardino,3,744,8450,1,1,1,0,49,1972,1,2021,2021,5/20/2021 0:00,224000,224000
ME221053289,Placer,9,1685,5484,3,3,2,1,32,1989,6,2021,2021,5/26/2021 0:00,519000,552000
CRPW21108566,Riverside,1,1904,3920,3,3,2,1,14,2007,6,2021,2021,5/26/2021 0:00,494000,505000
CRPW21106669,Los Angeles,0,1820,7215,3,3,3,0,72,1949,6,2021,2021,5/24/2021 0:00,1099999,1125000
ML81844525,Santa Clara,7,2130,3164,4,4,3,1,1,2020,9,2021,2021,5/28/2021 0:00,1368000,1360000
BE40950205,Alameda,8,1729,6500,3,2,2,0,53,1968,8,2021,2021,5/27/2021 0:00,1239000,1350000
ME221052253,Sacramento,4,1693,8712,3,2,2,0,37,1984,12,2021,2021,5/29/2021 0:00,475000,480000
CRPW21106705,Orange,2,3264,6082,4,4,3,1,18,2003,10,2021,2021,5/27/2021 0:00,1435000,1500000
BA321051636,Marin,15,5151,165528,5,4,3,1,28,1993,14,2021,2021,4/19/2021 0:00,17000000,19500000
ME221055010,Stanislaus,12,3252,8259,4,3,3,0,21,2000,8,2021,2021,5/28/2021 0:00,810000,850000
CRSB21113313,Los Angeles,0,1760,5280,3,2,2,0,72,1949,4,2021,2021,5/30/2021 0:00,989000,1173316
ML81845212,Santa Clara,7,1110,4949,3,2,2,0,62,1959,6,2021,2021,5/27/2021 0:00,795000,880000
CRAR21102458,San Bernardino,3,1305,7300,4,2,2,0,60,1961,4,2021,2021,5/18/2021 0:00,539000,538000
CRNS21105823,San Luis Obispo,14,1092,17290,3,2,2,0,46,1975,7,2021,2021,5/24/2021 0:00,520000,505000
CRWS21092850,Los Angeles,0,2026,8943,3,3,3,0,42,1979,10,2021,2021,5/24/2021 0:00,768000,850000
CRPW21106250,Los Angeles,0,1211,5374,3,2,2,0,72,1949,7,2021,2021,5/25/2021 0:00,849000,925000
CRCV21107214,Los Angeles,0,898,13225,2,1,1,0,72,1949,8,2021,2021,5/27/2021 0:00,550000,595000
CNSR21104079,Los Angeles,0,1792,8029,4,3,3,0,64,1957,13,2021,2021,5/26/2021 0:00,835000,895000
CRNDP2105433,San Diego,5,8005,43995.6,6,7,6,1,24,1997,0,2021,2021,5/17/2021 0:00,7995000,7637500
BE40950880,Contra Costa,6,2216,10829,5,3,2,1,40,1981,6,2021,2021,5/26/2021 0:00,788888,896000
CRPW21108600,Orange,2,3891,12400,5,5,4,1,21,2000,15,2021,2021,5/19/2021 0:00,1699900,1700000
CRPW21106368,Los Angeles,0,1234,5292,3,2,2,0,68,1953,5,2021,2021,5/23/2021 0:00,889000,950000
CRPW21099524,Los Angeles,0,1062,5062,3,1,1,0,102,1919,16,2021,2021,5/26/2021 0:00,775000,831000
CRIG21109276,Riverside,1,2803,6970,4,3,3,0,21,2000,4,2021,2021,5/25/2021 0:00,639000,645000
CNSR21103797,Los Angeles,0,3789,25588,4,4,3,1,14,2007,8,2021,2021,5/28/2021 0:00,1149999,1261000
ML81844866,Santa Clara,7,3273,9897,5,3,3,0,42,1979,7,2021,2021,5/27/2021 0:00,2199000,2650000
TM21-757862,Los Angeles,0,1020,4660,3,1,1,0,109,1912,87,2021,2020,2/17/2021 0:00,590000,590000
ME221053346,Sacramento,4,1757,5475,3,2,2,0,16,2005,4,2021,2021,5/24/2021 0:00,510000,545000
CRIV21107019,Riverside,1,1502,7405,4,2,2,0,35,1986,7,2021,2021,5/25/2021 0:00,405000,450000
ML81845047,Napa,30,1057,6887,3,1,1,0,67,1954,8,2021,2021,5/28/2021 0:00,478888,520000
BA321048006,Marin,15,2554,5401,4,3,3,0,19,2002,13,2021,2021,5/11/2021 0:00,1500000,1500000
CROC21102816,Orange,2,2638,5400,4,3,2,1,52,1969,11,2021,2021,5/23/2021 0:00,999000,1020000
BE40950732,Santa Clara,7,1371,6200,4,2,2,0,60,1961,5,2021,2021,5/25/2021 0:00,1950000,2455000
CREV21108359,San Bernardino,3,2149,13860,4,2,2,0,33,1988,8,2021,2021,5/28/2021 0:00,925000,900000
ML81844671,Santa Clara,7,1749,7197,4,2,2,0,44,1977,6,2021,2021,5/25/2021 0:00,1888000,2508000
CRPW21110220,Los Angeles,0,1275,6136,3,2,2,0,68,1953,23,2021,2021,5/30/2021 0:00,675000,730000
CRPW21101729,Los Angeles,0,936,5217,2,1,1,0,82,1939,10,2021,2021,5/20/2021 0:00,515000,520000
CRIV21106076,Riverside,1,1038,6970,3,2,2,0,68,1953,5,2021,2021,5/26/2021 0:00,475000,475000
ML81845960,Monterey,24,1020,3650,3,1,1,0,63,1958,0,2021,2021,5/26/2021 0:00,600000,600000
ME221053204,Placer,9,2309,5776,3,4,3,1,3,2018,6,2021,2021,5/26/2021 0:00,650000,675000
CC40950841,Contra Costa,6,1975,7872,3,3,2,1,43,1978,6,2021,2021,5/26/2021 0:00,749000,780000
CRNS21100277,San Luis Obispo,14,1766,10019,3,2,2,0,23,1998,12,2021,2021,5/23/2021 0:00,599000,650000
CREV21111729,San Bernardino,3,1620,17600,3,2,1,1,62,1959,3,2021,2021,5/27/2021 0:00,429000,430000
ME221057045,Sacramento,4,2545,6599,3,3,2,1,40,1981,3,2021,2021,5/28/2021 0:00,720000,780000
ME202100340,Yuba,18,1621,6970,4,2,2,0,17,2004,7,2021,2021,2/15/2021 0:00,335000,320000
CRBB21127562,Los Angeles,0,1592,8557,3,2,2,0,98,1923,9,2021,2021,1/30/2021 0:00,800000,800000
CNSR21107828,Los Angeles,0,2184,12834,3,3,3,0,15,2006,4,2021,2021,5/24/2021 0:00,780000,780000
CNSR21112093,Los Angeles,0,1700,7504,4,3,3,0,45,1976,2,2021,2021,5/27/2021 0:00,950000,940000
CROC21082844,Orange,2,3555,6223,4,5,4,1,22,1999,15,2021,2021,5/4/2021 0:00,1450000,1450000
CC40950806,Contra Costa,6,1923,8075,3,2,2,0,41,1980,5,2021,2021,5/25/2021 0:00,1359000,1650000
BA321048984,Sonoma,20,1330,4718,2,4,3,1,37,1984,3,2021,2021,5/13/2021 0:00,600000,600000
ML81844955,Santa Clara,7,1187,6483,3,2,2,0,63,1958,7,2021,2021,5/27/2021 0:00,1968000,2315000
ME221057923,Placer,9,2411,5268,4,3,2,1,17,2004,3,2021,2021,5/30/2021 0:00,599900,650000
CRIV21082078,Riverside,1,2300,20038,4,3,3,0,34,1987,2,2021,2021,5/26/2021 0:00,725000,725000
ML81845696,Santa Clara,7,2419,11086,4,3,3,0,43,1978,2,2021,2021,5/27/2021 0:00,2899000,3130000
ME202001499,Glenn,41,3000,20473,3,2,2,0,71,1950,19,2020,2020,6/9/2020 0:00,250000,250000
ME202003104,Butte,11,1480,16553,3,2,2,0,22,1999,155,2021,2020,4/15/2021 0:00,236000,236000
ME221054666,Placer,9,2477,7675,4,3,2,1,21,2000,4,2021,2021,5/25/2021 0:00,899000,930000
ME221053264,Sacramento,4,2126,13504,3,3,2,1,56,1965,8,2021,2021,5/27/2021 0:00,599000,679000
ME221054552,Stanislaus,12,876,7022,2,1,1,0,73,1948,4,2021,2021,5/24/2021 0:00,249950,275000
CRNDP2105861,San Diego,5,1424,10304,3,2,2,0,38,1983,19,2021,2021,5/26/2021 0:00,1195000,1315000
CRPTP2103568,San Diego,5,1824,11500,3,2,2,0,58,1963,1,2021,2021,5/26/2021 0:00,920000,975000
CRSW21109286,Riverside,1,3354,9583,5,5,4,1,21,2000,2,2021,2021,5/23/2021 0:00,750000,816000
BE40950197,Alameda,8,1005,4080,2,2,2,0,48,1973,9,2021,2021,5/27/2021 0:00,888000,1083000
CRND21092152,Riverside,1,2404,7405,5,3,2,1,3,2018,25,2021,2021,5/25/2021 0:00,539900,572000
CRSB21061545,Los Angeles,0,3563,2734,4,3,2,1,18,2003,5,2021,2021,5/24/2021 0:00,4249000,4249000
ME221056011,Placer,9,2361,6389,4,3,3,0,3,2018,2,2021,2021,5/23/2021 0:00,679000,775000
BA321032492,Marin,15,1745,20835,2,2,2,0,65,1956,8,2021,2021,5/26/2021 0:00,1395000,1525000
CRSW21103825,Riverside,1,1515,6098,3,2,2,0,34,1987,15,2021,2021,5/29/2021 0:00,389000,390000
ME221053478,Yuba,18,2523,11282,4,4,4,0,0,2021,14,2020,2020,12/26/2020 0:00,495310,522055
CRSW21112907,Riverside,1,1285,9148,3,2,2,0,61,1960,1,2021,2021,5/27/2021 0:00,299500,295000
CRSW21101112,Riverside,1,3727,8712,4,3,3,0,22,1999,15,2021,2021,5/26/2021 0:00,858888,830000
ME202001646,Butte,11,3516,33977,3,3,2,1,60,1961,77,2020,2020,8/19/2020 0:00,499999,490000
CRJT21110111,San Bernardino,3,1810,14664,4,2,2,0,10,2011,3,2021,2021,5/24/2021 0:00,339900,354000
CRNS21099415,San Luis Obispo,14,1530,1530,2,3,2,1,30,1991,2,2021,2021,5/12/2021 0:00,475000,500000
ME221052624,Sacramento,4,1908,8276,4,3,3,0,47,1974,7,2021,2021,5/25/2021 0:00,525000,562000
ML81846091,Alameda,8,2228,8625,3,3,2,1,48,1973,0,2021,2021,5/26/2021 0:00,850000,850000
CRSN21109613,Butte,11,2702,15246,4,3,3,0,31,1990,4,2021,2021,5/25/2021 0:00,629000,650000
BE40950620,Contra Costa,6,1877,7000,4,2,2,0,43,1978,7,2021,2021,5/26/2021 0:00,1250000,1500000
TM21-733802,Los Angeles,0,1183,6967,3,2,2,0,96,1925,4,2021,2021,5/25/2021 0:00,899000,1000000
CRPTP2103373,San Diego,5,1586,6100,3,3,3,0,80,1941,7,2021,2021,5/25/2021 0:00,949000,1075000
CRNDP2105584,San Bernardino,3,1387,7800,4,2,2,0,32,1989,9,2021,2021,5/25/2021 0:00,345000,345000
ML81845329,Santa Clara,7,2125,6234,4,3,3,0,56,1965,4,2021,2021,5/26/2021 0:00,1139995,1150000
TM21-731846,Los Angeles,0,2429,8976,3,3,3,0,91,1930,74,2021,2021,5/24/2021 0:00,2725000,2725000
TM21-729334,Orange,2,2589,3551,4,2,2,0,20,2001,2,2021,2021,5/23/2021 0:00,1075000,1127000
CRV0-220004838,Ventura,17,1878,80586,2,2,2,0,64,1957,21,2020,2020,6/4/2020 0:00,1895000,2100000
CRPW21096529,Orange,2,2085,10075,3,3,2,1,64,1957,19,2021,2021,5/23/2021 0:00,1350000,1355000
CRSW21099284,Riverside,1,2122,5663,3,2,2,0,17,2004,14,2021,2021,5/24/2021 0:00,530000,551000
ML81844381,Santa Clara,7,1573,6098,3,2,1,1,69,1952,8,2021,2021,5/26/2021 0:00,1298000,1551000
CRNDP2105630,San Diego,5,3893,7406,4,5,4,1,18,2003,6,2021,2021,5/26/2021 0:00,2050000,2175000
CROR21105958,Butte,11,1908,12197,3,2,2,0,66,1955,7,2021,2021,5/23/2021 0:00,396000,399500
CRPTP2103460,San Diego,5,1854,5500,4,2,2,0,61,1960,5,2021,2021,5/24/2021 0:00,840000,800000
TM21-734976,Los Angeles,0,1332,6164,3,2,2,0,92,1929,7,2021,2021,5/28/2021 0:00,1795000,1925000
CRFR21108329,Fresno,36,1970,6000,4,2,2,0,16,2005,4,2021,2021,5/24/2021 0:00,360000,380000
CRPW21097723,Los Angeles,0,2956,8862,4,3,3,0,16,2005,21,2021,2021,5/28/2021 0:00,1795000,1840000
CC40950985,Contra Costa,6,1862,5700,3,2,2,0,40,1981,0,2021,2021,5/21/2021 0:00,1550000,1550000
CNSR21108738,Los Angeles,0,1212,6000,4,2,2,0,67,1954,7,2021,2021,5/27/2021 0:00,649950,720000
CC40950821,Contra Costa,6,2595,4028,4,3,3,0,26,1995,10,2021,2021,5/30/2021 0:00,1499000,1610000
CRSW21108292,Riverside,1,2318,5663,4,3,2,1,32,1989,8,2021,2021,5/28/2021 0:00,549900,567000
CRSW21108802,Riverside,1,1912,7405,3,3,2,1,33,1988,6,2021,2021,5/25/2021 0:00,599000,640000
ME221051722,Sacramento,4,1038,3920,3,2,2,0,35,1986,9,2021,2021,5/30/2021 0:00,395000,407000
CNSR21106709,Los Angeles,0,3999,7438,5,5,4,1,6,2015,12,2021,2021,5/30/2021 0:00,2499000,2499000
CNSR21108498,Los Angeles,0,2802,9605,4,3,3,0,30,1991,9,2021,2021,5/29/2021 0:00,649900,680000
CROC21105538,Orange,2,3383,5619,4,5,4,1,11,2010,13,2021,2021,5/27/2021 0:00,1688848,1780000
CRSC21107314,San Luis Obispo,14,1291,3920,3,2,2,0,57,1964,7,2021,2021,5/26/2021 0:00,745000,795000
CRNDP2105555,San Diego,5,1912,5169,3,2,2,0,30,1991,37,2021,2021,5/23/2021 0:00,775000,800000
CRPW21105383,Riverside,1,1710,6970,4,3,3,0,35,1986,10,2021,2021,5/27/2021 0:00,560000,603000
CRIG21108804,Riverside,1,2617,7841,4,3,2,1,19,2002,9,2021,2021,5/30/2021 0:00,739000,780000
ME202100953,Sutter,23,1860,6534,4,3,2,1,30,1991,21,2021,2021,5/10/2021 0:00,449900,450000
ME221052619,Sacramento,4,1572,4064,3,3,2,1,27,1994,4,2021,2021,5/26/2021 0:00,520000,520000
CRAR21105420,Los Angeles,0,2258,14111,3,2,2,0,76,1945,10,2021,2021,5/27/2021 0:00,1290000,1400000
CRTR21105759,San Bernardino,3,3147,6000,5,4,4,0,20,2001,6,2021,2021,5/24/2021 0:00,699000,756000
CRNP21104882,Orange,2,2645,9453,4,3,2,1,54,1967,6,2021,2021,5/23/2021 0:00,1295000,1525000
ME221035301,Yolo,26,1994,12271,3,2,2,0,53,1968,3,2021,2021,5/27/2021 0:00,849000,850000
CRSN21107926,Tehama,40,576,6913,1,1,1,0,72,1949,6,2021,2021,5/25/2021 0:00,165000,152500
ML81844612,San Francisco,21,1200,3000,2,1,1,0,81,1940,0,2021,2021,5/19/2021 0:00,1250000,1250000
CRSW21109062,Riverside,1,1640,6098,3,2,2,0,16,2005,4,2021,2021,5/25/2021 0:00,499999,540000
CRV1-5941,Ventura,17,2037,9964,4,3,2,1,43,1978,3,2021,2021,5/24/2021 0:00,950000,950000
ME221053504,Stanislaus,12,1212,5179,3,1,1,0,113,1908,10,2021,2021,5/28/2021 0:00,355000,360000
ME202100068,Butte,11,1578,10454,3,2,2,0,57,1964,6,2021,2021,1/17/2021 0:00,312000,325000
ME221053845,Placer,9,2393,7998,4,3,3,0,20,2001,6,2021,2021,5/25/2021 0:00,695000,825000
ME221057634,Yuba,18,1276,217800,2,1,1,0,29,1992,2,2021,2021,5/27/2021 0:00,185500,173200
CRPA21111695,Butte,11,1693,13939,3,2,2,0,0,2021,0,2021,2021,5/24/2021 0:00,425000,470500
ME221055733,San Joaquin,10,1445,7501,3,2,1,1,65,1956,6,2021,2021,5/27/2021 0:00,349000,407000
BE40948806,Alameda,8,2378,7556,5,3,2,1,53,1968,4,2021,2021,5/24/2021 0:00,1525000,1800000
CRNDP2105448,Orange,2,1976,7800,4,2,2,0,52,1969,61,2021,2021,5/24/2021 0:00,749000,850000
CROC21108553,Riverside,1,3773,10454,4,4,3,1,17,2004,3,2021,2021,5/24/2021 0:00,728000,793000
CROC21106109,Riverside,1,2440,7405,4,3,3,0,31,1990,0,2021,2021,5/17/2021 0:00,470000,470000
CRPW21108645,Los Angeles,0,1150,5345,3,2,1,1,69,1952,7,2021,2021,5/27/2021 0:00,849000,849000
CC40950382,Contra Costa,6,3216,6400,4,4,3,1,5,2016,6,2021,2021,5/26/2021 0:00,899000,965000
CROC21111635,Orange,2,2209,6750,3,2,2,0,27,1994,5,2021,2021,5/30/2021 0:00,1295000,1245000
BE40949645,Alameda,8,2404,10777,4,3,2,1,42,1979,4,2021,2021,5/23/2021 0:00,2288000,2700000
BE40950655,Alameda,8,2199,7728,5,4,3,1,56,1965,6,2021,2021,5/27/2021 0:00,1375000,1489000
CRPTP2103519,San Diego,5,1315,13939.2,3,2,2,0,83,1938,7,2021,2021,5/26/2021 0:00,700000,855000
ME202100988,Yuba,18,1870,6970,4,2,2,0,15,2006,1,2021,2021,4/24/2021 0:00,375000,401000
CRMD21111107,Madera,28,868,5000,2,1,1,0,61,1960,3,2021,2021,5/27/2021 0:00,224900,220000
ML81845271,Santa Clara,7,1049,5369,2,1,1,0,81,1940,3,2021,2021,5/24/2021 0:00,899000,1100000
ME221055165,El Dorado,19,4235,12197,5,5,4,1,19,2002,3,2021,2021,5/24/2021 0:00,1295000,1452000
CRIV21105928,Los Angeles,0,1144,5432,4,2,2,0,66,1955,11,2021,2021,5/28/2021 0:00,699000,700000
CROC21100990,Riverside,1,3066,6098,5,4,4,0,20,2001,13,2021,2021,5/25/2021 0:00,620000,620000
ME221051952,Sacramento,4,3216,14797,4,3,3,0,32,1989,6,2021,2021,5/24/2021 0:00,975000,1050000
CRP1-4853,Los Angeles,0,1631,5263,3,1,1,0,72,1949,3,2021,2021,5/24/2021 0:00,699000,831000
BA321039901,Solano,16,1591,5432,3,2,2,0,17,2004,3,2021,2021,5/20/2021 0:00,538000,585000
BE40951168,San Joaquin,10,2902,5797,4,4,4,0,7,2014,6,2021,2021,5/28/2021 0:00,749000,880000
ME221052854,San Joaquin,10,1631,3546,4,3,3,0,19,2002,9,2021,2021,5/26/2021 0:00,475000,485000
CC40951300,San Joaquin,10,1910,19931,3,3,3,0,34,1987,3,2021,2021,5/27/2021 0:00,599000,625000
