MLS_Number,county,County_Index,SqFtTotal,Lot_Size,BedsTotal,BathsTotal,BathsFull,BathsHalf,Age,Year_Built,DOM,Year_Sold,Year_List,Sale_Date,List_Price,Sale_Price
CRND21102216,Riverside,1,1387,3485,3,1,1,0,4,2017,14,2021,2021,5/25/2021 0:00,445000,480000
BE40950667,Alameda,8,1180,7878,3,2,2,0,62,1959,0,2021,2021,5/19/2021 0:00,900000,900000
CRNDP2105359,San Diego,5,1188,7500,3,2,2,0,60,1961,20,2021,2021,5/24/2021 0:00,1350000,1560000
CRSW21109682,Riverside,1,2554,2603,4,3,3,0,4,2017,3,2021,2021,5/23/2021 0:00,599000,600000
CROC21112766,Kern,32,2392,11855,4,2,2,0,25,1996,5,2021,2021,5/30/2021 0:00,535000,525000
ME221055889,Sacramento,4,2428,6825,5,3,3,0,19,2002,7,2021,2021,5/30/2021 0:00,585000,598000
BA321044401,Sonoma,20,1282,221720,3,2,2,0,42,1979,54,2021,2021,5/18/2021 0:00,1400000,1450000
ME221050790,Yolo,26,1234,6508,3,2,2,0,48,1973,4,2021,2021,5/24/2021 0:00,415000,450000
CRMC21113870,Merced,22,1475,6321,3,2,2,0,16,2005,1,2021,2021,5/27/2021 0:00,315000,310000
CC40949472,Contra Costa,6,1400,8320,4,2,2,0,60,1961,7,2021,2021,5/24/2021 0:00,509000,625000
EB40950627,Contra Costa,6,2306,8000,3,3,3,0,67,1954,6,2021,2021,5/25/2021 0:00,585000,667000
CRSB21104524,Los Angeles,0,1408,5584,3,2,2,0,70,1951,13,2021,2021,5/28/2021 0:00,775000,830000
CRMD21163210,Madera,28,1261,6970,3,2,1,1,42,1979,0,2021,2021,5/26/2021 0:00,250000,250000
ME221057598,Madera,28,2057,8712,3,3,2,1,17,2004,3,2021,2021,5/29/2021 0:00,439900,445000
CRP1-4850,Los Angeles,0,878,171626400,2,1,1,0,62,1959,380,2021,2020,5/26/2021 0:00,749000,803000
ME221045231,Placer,9,1120,23087,3,2,2,0,37,1984,5,2021,2021,5/26/2021 0:00,385900,384900
CRCV21107124,Los Angeles,0,1195,6155,3,2,2,0,68,1953,11,2021,2021,5/18/2021 0:00,650000,650000
ML81845006,San Francisco,21,1222,1438,3,2,2,0,75,1946,0,2021,2021,5/20/2021 0:00,899000,1303000
ML81845758,Monterey,24,3224,13500,4,4,3,1,66,1955,3,2021,2021,5/28/2021 0:00,5490000,5120000
CNSR21106667,Los Angeles,0,2399,2399,4,2,2,0,3,2018,6,2021,2021,5/24/2021 0:00,1149500,1225000
ML81845167,San Mateo,13,1690,5400,3,2,2,0,90,1931,7,2021,2021,5/28/2021 0:00,1698000,2050000
CRSW21105864,Riverside,1,823,4792,2,1,1,0,37,1984,8,2021,2021,5/26/2021 0:00,350000,350000
CROC21114094,Los Angeles,0,2612,11198,4,3,3,0,36,1985,2,2021,2021,5/29/2021 0:00,1120000,1310000
SF421567472,San Francisco,21,5049,3297,6,5,5,0,121,1900,0,2021,2021,5/6/2021 0:00,6150000,6150000
ML81844886,Santa Clara,7,1504,2527,3,3,2,1,8,2013,8,2021,2021,5/28/2021 0:00,849000,935000
CRNDP2105679,San Diego,5,2570,13100,4,3,3,0,57,1964,7,2021,2021,5/27/2021 0:00,1249000,1300000
CRSB21092962,Los Angeles,0,2027,10174,4,2,2,0,73,1948,24,2021,2021,5/24/2021 0:00,2150000,2150000
ME221056131,Sacramento,4,925,4792,3,1,1,0,64,1957,6,2021,2021,5/29/2021 0:00,312500,335000
CRIV21104808,Riverside,1,896,3485,2,2,2,0,37,1984,4,2021,2021,5/21/2021 0:00,349995,360000
CC40951073,Contra Costa,6,2650,18872,3,3,3,0,1,2020,7,2021,2021,3/12/2021 0:00,1382000,1382000
ML81844290,Santa Clara,7,1522,5096,3,2,2,0,48,1973,8,2021,2021,5/25/2021 0:00,1249950,1400000
TM21-734100,Los Angeles,0,1700,7696,4,2,2,0,66,1955,8,2021,2021,5/29/2021 0:00,695000,750000
CRSW21100171,Riverside,1,2737,8276,5,3,2,1,18,2003,19,2021,2021,5/30/2021 0:00,530000,590000
CRCV21114265,Riverside,1,1026,30928,2,1,1,0,64,1957,0,2021,2021,5/27/2021 0:00,325000,280000
EB40951081,Alameda,8,1865,4640,3,2,1,1,113,1908,5,2021,2021,5/26/2021 0:00,1195000,1625000
ME202001584,Butte,11,932,8712,2,1,1,0,84,1937,65,2020,2020,7/31/2020 0:00,169000,160000
BA321047193,Marin,15,2184,5998,3,3,2,1,35,1986,1,2021,2021,5/23/2021 0:00,2077000,2077000
TM21-732560,Los Angeles,0,1805,6845,4,2,2,0,69,1952,8,2021,2021,5/27/2021 0:00,1399000,1517000
ML81844609,Santa Clara,7,1300,6510,3,3,2,1,63,1958,0,2021,2021,4/8/2021 0:00,1810000,1810000
BE40951302,Alameda,8,1352,6700,3,2,2,0,62,1959,1,2021,2021,5/29/2021 0:00,910000,1092429
CRPTP2103344,San Diego,5,711,2116,2,2,2,0,79,1942,13,2021,2021,5/30/2021 0:00,599999,610000
CRSW21102708,Riverside,1,2095,12632,3,2,2,0,25,1996,11,2021,2021,5/24/2021 0:00,599000,652500
CRPW21124090,Orange,2,1470,48154,2,2,2,0,73,1948,0,2021,2021,4/19/2021 0:00,825000,825000
CRPW21103693,Orange,2,2905,5200,4,3,2,1,20,2001,11,2021,2021,5/25/2021 0:00,1375000,1350000
CNSR21105092,Los Angeles,0,2417,11034,4,3,3,0,45,1976,5,2021,2021,5/19/2021 0:00,999950,1198305
BA321030017,Sonoma,20,2382,189050,3,4,3,1,15,2006,6,2021,2021,5/27/2021 0:00,1999000,2400000
CNSR21113760,San Bernardino,3,1966,8400,4,2,2,0,42,1979,356,2021,2020,5/7/2021 0:00,460000,460000
CROC21117323,Orange,2,1414,6250,2,2,2,0,85,1936,0,2021,2021,5/28/2021 0:00,2750000,2750000
CRPW21104872,San Bernardino,3,1400,3200,3,2,2,0,39,1982,5,2021,2021,5/21/2021 0:00,399999,436000
CRNDP2105880,San Diego,5,3080,8305,5,4,3,1,22,1999,15,2021,2021,5/26/2021 0:00,1750000,2000000
CRTR21106877,Orange,2,1348,6162,3,2,2,0,53,1968,2,2021,2021,5/20/2021 0:00,799900,875000
ME221053894,Sacramento,4,1328,8276,3,2,2,0,46,1975,6,2021,2021,5/25/2021 0:00,399000,440000
CRNDP2105727,San Diego,5,3064,9772,3,3,2,1,32,1989,5,2021,2021,5/27/2021 0:00,2600000,2635000
ME221051574,San Joaquin,10,2002,7876,4,2,2,0,17,2004,4,2021,2021,5/24/2021 0:00,480000,528000
ME221054694,Sacramento,4,1153,6098,4,2,2,0,75,1946,6,2021,2021,5/26/2021 0:00,329900,350000
BA321044636,Sonoma,20,3273,14022,4,3,2,1,31,1990,18,2021,2021,4/13/2021 0:00,1325000,1325000
ME221056274,Sacramento,4,1344,7444,3,2,2,0,16,2005,5,2021,2021,5/27/2021 0:00,620000,633750
EB40951103,Contra Costa,6,1682,8400,4,2,2,0,55,1966,6,2021,2021,5/27/2021 0:00,519900,580000
ME202002884,Butte,11,1057,5663,3,1,1,0,67,1954,16,2020,2020,10/24/2020 0:00,215000,215000
CRPW21127535,Los Angeles,0,996,6796,3,1,1,0,69,1952,9,2020,2020,6/20/2020 0:00,539900,550000
ME221055666,Placer,9,3167,7919,4,3,2,1,20,2001,5,2021,2021,5/26/2021 0:00,725000,825000
CRSB21108657,Los Angeles,0,1588,6691,5,2,2,0,116,1905,8,2021,2021,5/28/2021 0:00,980000,980000
ME221052610,Yolo,26,1895,6534,4,2,2,0,26,1995,3,2021,2021,5/24/2021 0:00,510000,540000
CREV21105612,San Bernardino,3,1724,12600,4,2,2,0,33,1988,11,2021,2021,5/28/2021 0:00,489000,550000
CREV21107690,San Bernardino,3,2606,6796,4,3,3,0,17,2004,10,2021,2021,5/29/2021 0:00,599950,610000
CC40950744,Contra Costa,6,2115,11773,4,3,2,1,37,1984,5,2021,2021,5/25/2021 0:00,875000,905000
BA321042660,Sonoma,20,2117,14850,3,3,2,1,80,1941,0,2021,2021,5/10/2021 0:00,1050000,1050000
ML81845124,Santa Clara,7,2230,6537,5,3,3,0,26,1995,6,2021,2021,5/27/2021 0:00,1399950,1435000
CRIG21110188,Los Angeles,0,1455,6002,3,2,2,0,86,1935,2,2021,2021,5/24/2021 0:00,650000,740000
CRDW21108492,Los Angeles,0,1954,7519,3,2,2,0,68,1953,7,2021,2021,5/27/2021 0:00,875000,890000
ML81844993,San Mateo,13,2260,6400,4,3,2,1,51,1970,7,2021,2021,5/27/2021 0:00,1548000,1650000
CRSW21099672,Riverside,1,3264,7405,4,3,3,0,6,2015,11,2021,2021,5/21/2021 0:00,570000,577500
CNSR21118970,Los Angeles,0,1392,7819,3,2,2,0,65,1956,0,2021,2021,2/24/2021 0:00,660000,660000
CRPW21108246,Orange,2,2607,5445,5,3,3,0,47,1974,8,2021,2021,5/28/2021 0:00,1000000,1050000
CRIN21102915,Orange,2,1106,6000,3,1,1,0,59,1962,16,2021,2021,5/27/2021 0:00,775000,845000
ML81844675,Santa Cruz,25,2323,217800,3,2,2,0,81,1940,5,2021,2021,5/24/2021 0:00,1399000,1600000
ML81844748,Santa Clara,7,2358,6442,4,3,3,0,51,1970,7,2021,2021,5/26/2021 0:00,2188000,2800000
EB40950452,Alameda,8,4128,8568,5,4,3,1,91,1930,6,2021,2021,5/25/2021 0:00,2395000,3100000
CNSR21105704,Los Angeles,0,704,5898,2,1,1,0,72,1949,4,2021,2021,5/22/2021 0:00,799950,780000
ME221055508,Nevada,27,2040,12632,3,2,2,0,24,1997,5,2021,2021,5/26/2021 0:00,595000,600000
ML81844585,Santa Clara,7,1536,6020,3,2,2,0,66,1955,7,2021,2021,5/26/2021 0:00,1588000,1700000
ME221056684,Sacramento,4,1115,6708,3,2,2,0,54,1967,3,2021,2021,5/27/2021 0:00,399900,432000
ME221054081,Placer,9,3141,7000,5,4,3,1,4,2017,3,2021,2021,5/25/2021 0:00,700000,775000
CRCV21107617,San Bernardino,3,1188,10750,3,1,1,0,83,1938,6,2021,2021,5/24/2021 0:00,380000,405000
CNSR21108584,Los Angeles,0,1290,9845,3,1,1,0,59,1962,4,2021,2021,5/24/2021 0:00,735000,760000
CRRS21105632,Orange,2,1977,6000,4,3,3,0,56,1965,0,2021,2021,5/17/2021 0:00,1055000,1055000
CROC21105654,San Diego,5,2758,5116,5,3,3,0,24,1997,5,2021,2021,5/25/2021 0:00,899000,930000
CRSW21112737,Riverside,1,2663,9583,4,3,3,0,15,2006,5,2021,2021,5/30/2021 0:00,489000,520000
ME221051829,Sacramento,4,3589,5776,5,3,3,0,18,2003,9,2021,2021,5/26/2021 0:00,759000,900000
CRV1-5930,Ventura,17,3099,7563,5,4,3,1,23,1998,9,2021,2021,5/29/2021 0:00,1175000,1175000
CRMC21105127,Merced,22,1016,6098,3,2,2,0,20,2001,11,2021,2021,5/28/2021 0:00,299900,320000
CRNDP2106480,San Diego,5,1436,15210,3,2,2,0,37,1984,2,2021,2021,5/4/2021 0:00,587500,587500
BA321047939,Sonoma,20,2384,28802,4,3,3,0,43,1978,432,2021,2020,5/10/2021 0:00,750000,755000
CROC21110409,Orange,2,2239,9000,4,2,2,0,68,1953,6,2021,2021,5/28/2021 0:00,988000,975000
CRCV21103878,San Bernardino,3,2648,9861,4,3,2,1,15,2006,9,2021,2021,5/22/2021 0:00,720000,760000
BA321049540,Marin,15,2246,5100,4,2,2,0,59,1962,17,2021,2021,5/20/2021 0:00,1500000,1500000
ML81845407,Santa Cruz,25,1260,71569,2,1,1,0,119,1902,6,2021,2021,5/28/2021 0:00,998000,1125000
CRIV21108262,Riverside,1,1828,11326,3,2,2,0,63,1958,5,2021,2021,5/24/2021 0:00,374950,397500
ML81845311,Santa Clara,7,1397,6026,4,2,2,0,54,1967,6,2021,2021,5/27/2021 0:00,1198000,1360000
CRRS21105273,San Bernardino,3,864,6600,2,1,1,0,64,1957,7,2021,2021,5/24/2021 0:00,415000,420000
EB40950429,San Francisco,21,1100,3000,3,3,2,1,96,1925,9,2021,2021,5/27/2021 0:00,599000,750000
ME221057805,El Dorado,19,2116,10454,4,3,2,1,27,1994,3,2021,2021,5/30/2021 0:00,749000,815000
CRPTP2103080,San Diego,5,2498,5600,3,3,2,1,52,1969,29,2021,2021,5/25/2021 0:00,2490000,2670000
CRFR21113367,Fresno,36,1950,6000,5,2,2,0,8,2013,3,2021,2021,5/29/2021 0:00,349980,375000
CROC21114666,Orange,2,4533,28000,5,4,4,0,43,1978,0,2021,2021,5/25/2021 0:00,1895000,1975000
CRSW21106540,Riverside,1,1647,7405,4,2,2,0,26,1995,6,2021,2021,5/30/2021 0:00,560000,560000
ML81844932,San Mateo,13,3170,12876,5,3,3,0,34,1987,5,2021,2021,5/25/2021 0:00,4498000,4600000
CNSR21104390,Los Angeles,0,2484,9071,4,2,2,0,55,1966,10,2021,2021,5/27/2021 0:00,924500,1100000
CRDW21095068,Los Angeles,0,1184,5099,4,1,1,0,96,1925,4,2021,2021,5/20/2021 0:00,475000,485000
CROC21102392,Orange,2,2500,4515,3,3,2,1,27,1994,14,2021,2021,5/27/2021 0:00,924999,952000
CRIG21113623,Los Angeles,0,1334,8016,4,2,2,0,65,1956,26,2021,2021,5/27/2021 0:00,475000,475000
ME602008,Sutter,23,2154,60984,2,2,1,1,113,1908,55,2021,2021,4/5/2021 0:00,585000,550000
ML81844801,Santa Cruz,25,2300,3920,4,4,3,1,35,1986,6,2021,2021,5/26/2021 0:00,1425000,1425000
CRPW21101804,Orange,2,1998,11548,3,2,2,0,35,1986,14,2021,2021,5/26/2021 0:00,1095000,1260000
ME221053029,Sacramento,4,1557,4792,3,1,1,0,97,1924,5,2021,2021,5/25/2021 0:00,729000,729000
CC40950784,Contra Costa,6,1497,10400,4,2,2,0,48,1973,6,2021,2021,5/26/2021 0:00,649000,750000
SF421546157,San Francisco,21,1461,2848,3,2,2,0,118,1903,8,2021,2021,5/28/2021 0:00,1895000,2600000
ML81845056,San Mateo,13,2660,5500,4,3,3,0,50,1971,5,2021,2021,5/26/2021 0:00,1900000,2420000
CRPTP2103423,San Diego,5,1248,5118,3,2,2,0,34,1987,2,2021,2021,5/21/2021 0:00,499000,530000
CNSR21109630,Los Angeles,0,1658,8337,3,2,2,0,17,2004,0,2021,2021,5/21/2021 0:00,690000,690000
BA321051295,Solano,16,2048,7841,4,3,2,1,47,1974,0,2021,2021,4/21/2021 0:00,630000,630000
ME602125,Butte,11,1440,190357,2,2,2,0,43,1978,168,2021,2020,5/4/2021 0:00,275000,250000
CNSR21098741,Los Angeles,0,1574,2401,4,3,3,0,3,2018,18,2021,2021,5/26/2021 0:00,590000,635000
CRTR21053322,Riverside,1,3595,6969,4,3,2,1,6,2015,12,2021,2021,3/22/2021 0:00,588000,580000
ME221029169,San Joaquin,10,1579,11282,4,2,2,0,63,1958,1,2021,2021,5/25/2021 0:00,339950,339950
ME221051903,Sacramento,4,1414,6098,2,2,2,0,32,1989,2,2021,2021,5/30/2021 0:00,380000,415000
SF421544988,San Francisco,21,870,2850,2,1,1,0,114,1907,0,2021,2021,5/20/2021 0:00,1350000,1700000
CC40950773,Contra Costa,6,2296,10800,4,3,2,1,55,1966,8,2021,2021,5/28/2021 0:00,899000,1230000
CRSW21113865,Riverside,1,3715,7405,4,4,3,1,4,2017,4,2021,2021,5/30/2021 0:00,624999,630000
CROC21110441,Orange,2,2683,3575,4,4,3,1,0,2021,2,2021,2021,5/24/2021 0:00,1649900,1680000
ML81845366,Monterey,24,3511,54014,4,4,3,1,38,1983,4,2021,2021,5/26/2021 0:00,2400000,2459000
CRPW21106028,Orange,2,2700,5876,4,4,3,1,24,1997,12,2021,2021,5/30/2021 0:00,1198000,1249000
CROC21104562,Orange,2,1652,4500,3,3,2,1,35,1986,11,2021,2021,5/25/2021 0:00,850000,886000
CRPV21084381,Los Angeles,0,3732,15874,4,3,2,1,34,1987,4,2021,2021,5/23/2021 0:00,2925000,2925000
BA321041856,Napa,30,3855,28702,4,4,3,1,21,2000,1,2021,2021,5/18/2021 0:00,1799000,2005000
CNSR21107960,Los Angeles,0,2215,18000,4,3,3,0,34,1987,8,2021,2021,5/27/2021 0:00,1149999,1310000
ME221058257,Stanislaus,12,1206,5750,2,2,2,0,82,1939,1,2021,2021,5/28/2021 0:00,397000,410000
ME221055558,Sacramento,4,1717,9148,3,2,2,0,49,1972,3,2021,2021,5/24/2021 0:00,425000,465000
CRTR21101665,Los Angeles,0,3255,7406,4,5,4,1,2,2019,0,2021,2021,5/21/2021 0:00,1965000,1965000
CRPW21107995,Orange,2,2403,5060,3,3,2,1,34,1987,7,2021,2021,5/26/2021 0:00,1550000,1510000
CRSN21088047,Butte,11,1170,10454,3,2,2,0,37,1984,5,2021,2021,5/29/2021 0:00,360000,371500
CRCV21103855,Riverside,1,1337,3049,3,2,2,0,15,2006,14,2021,2021,5/28/2021 0:00,299990,325500
ME221053758,El Dorado,19,1066,8712,3,2,2,0,49,1972,3,2021,2021,5/23/2021 0:00,409950,420000
ME221054258,Yolo,26,1346,5619,3,2,2,0,33,1988,9,2021,2021,5/29/2021 0:00,445000,475000
CROC21108281,Orange,2,2130,8750,4,3,3,0,47,1974,6,2021,2021,5/26/2021 0:00,982000,1015000
CRIV21098863,Riverside,1,2377,21344,4,2,2,0,45,1976,21,2021,2021,5/30/2021 0:00,798000,790000
CRSB21136546,Los Angeles,0,2053,14145,3,2,2,0,70,1951,0,2021,2021,4/23/2021 0:00,875000,875000
CNSR21103271,Los Angeles,0,2069,48187,3,3,3,0,19,2002,11,2021,2021,5/27/2021 0:00,725000,800000
CRNS21103756,San Luis Obispo,14,2184,6500,4,3,2,1,30,1991,4,2021,2021,5/18/2021 0:00,619000,625000
CC40951124,Contra Costa,6,2440,7272,4,3,2,1,39,1982,7,2021,2021,5/28/2021 0:00,995000,1300000
ML81844345,Santa Clara,7,1207,6206,4,2,2,0,41,1980,8,2021,2021,5/25/2021 0:00,849000,888000
ML81845339,Santa Clara,7,2351,9507,3,3,3,0,53,1968,6,2021,2021,5/28/2021 0:00,2788000,3201000
CRSW21106580,Los Angeles,0,1400,5378,4,2,2,0,98,1923,9,2021,2021,5/25/2021 0:00,650000,655000
ML81846005,Monterey,24,1432,6534,3,3,3,0,49,1972,0,2021,2021,5/27/2021 0:00,620000,630000
CNSR20155950,Los Angeles,0,1746,6345,3,2,2,0,22,1999,3,2020,2020,8/5/2020 0:00,565000,595500
CNSR21106679,Ventura,17,2061,9600,3,2,2,0,59,1962,5,2021,2021,5/24/2021 0:00,999999,1175000
ME221054850,San Joaquin,10,3208,10350,4,4,3,1,30,1991,3,2021,2021,5/23/2021 0:00,789000,825000
CREV21109495,San Bernardino,3,1070,4860,3,2,2,0,51,1970,4,2021,2021,5/25/2021 0:00,319900,331000
CRCV21106943,Los Angeles,0,1092,8052,3,1,1,0,100,1921,9,2021,2021,5/27/2021 0:00,700000,785000
CRIV21109354,Riverside,1,2191,20038,4,3,2,1,33,1988,7,2021,2021,5/28/2021 0:00,650000,650000
CRNDP2105322,Orange,2,1614,7000,3,2,2,0,45,1976,37,2021,2021,5/28/2021 0:00,824999,900000
CREV21107582,Riverside,1,1556,3485,2,2,2,0,13,2008,4,2021,2021,5/23/2021 0:00,379000,387000
ML81844657,Santa Clara,7,2839,12538,5,3,3,0,53,1968,7,2021,2021,5/26/2021 0:00,2698888,3000000
CRMC21099625,Merced,22,820,7841,2,1,1,0,75,1946,10,2021,2021,5/20/2021 0:00,229000,220000
ME221053597,Stanislaus,12,1056,6098,3,2,2,0,35,1986,8,2021,2021,5/26/2021 0:00,335000,335000
CROC21106282,Orange,2,2025,6098,3,3,2,1,41,1980,2,2021,2021,3/23/2021 0:00,1370000,1370000
CRCV21108107,Los Angeles,0,1600,7873,3,1,1,0,56,1965,6,2021,2021,5/25/2021 0:00,759000,775000
CRCV21092182,Los Angeles,0,2158,15266,4,2,2,0,57,1964,24,2021,2021,5/24/2021 0:00,920000,920000
CC40955349,Contra Costa,6,1526,8800,4,2,2,0,68,1953,40,2021,2021,3/17/2021 0:00,1200000,1400000
CRAR21108599,Los Angeles,0,2087,17097,4,3,3,0,74,1947,7,2021,2021,5/27/2021 0:00,1680000,1680000
CRPV21100845,Los Angeles,0,1718,5094,3,2,2,0,52,1969,14,2021,2021,5/25/2021 0:00,779000,782000
CRPTP2103444,San Diego,5,1506,13000,3,2,2,0,75,1946,0,2021,2021,3/24/2021 0:00,480000,480000
CREV21106738,San Bernardino,3,2190,10300,3,3,2,1,65,1956,6,2021,2021,5/23/2021 0:00,499000,519500
CREV21143054,San Bernardino,3,1960,10800,4,2,2,0,44,1977,0,2021,2021,4/16/2021 0:00,580000,580000
CRTR21101624,Los Angeles,0,1528,14296,4,2,2,0,46,1975,5,2021,2021,5/24/2021 0:00,758800,830000
CROC21103662,Orange,2,2044,2997,3,3,2,1,18,2003,10,2021,2021,5/24/2021 0:00,899900,920000
CRSW21112845,San Diego,5,3193,14888,5,3,3,0,31,1990,3,2021,2021,5/28/2021 0:00,979000,1009000
ME221054712,Placer,9,1000,4177,2,1,1,0,46,1975,5,2021,2021,5/25/2021 0:00,350000,375000
CROC21108025,Orange,2,1463,6300,3,2,2,0,68,1953,9,2021,2021,5/24/2021 0:00,745000,835000
CROC21098586,Orange,2,1375,7235,3,2,2,0,42,1979,20,2021,2021,5/28/2021 0:00,789000,900000
CRIV21102086,Riverside,1,792,6534,2,1,1,0,56,1965,16,2021,2021,5/28/2021 0:00,269000,291000
CNSR21107002,Los Angeles,0,1275,8701,3,2,2,0,68,1953,6,2021,2021,5/24/2021 0:00,689900,735000
CRNDP2105560,San Diego,5,2314,5431,2,3,3,0,31,1990,20,2021,2021,5/24/2021 0:00,810000,870000
CRPTP2103275,San Diego,5,1395,10000,3,2,2,0,68,1953,10,2021,2021,5/23/2021 0:00,695000,695000
ME221053163,Stanislaus,12,1088,6000,3,1,1,0,65,1956,5,2021,2021,5/26/2021 0:00,299900,340000
CRNDP2105602,San Diego,5,3195,3333,3,4,3,1,18,2003,6,2021,2021,5/26/2021 0:00,3729000,3400000
CROC21106116,Orange,2,3045,6028,6,4,4,0,14,2007,8,2021,2021,5/25/2021 0:00,1390000,1575000
CRNP21109971,Orange,2,2238,9306,4,3,3,0,48,1973,0,2021,2021,5/21/2021 0:00,2650000,2650000
ML81844568,Santa Clara,7,1570,11922,4,2,2,0,64,1957,8,2021,2021,5/27/2021 0:00,2398000,3060000
ME221055487,Sacramento,4,1444,38890,3,2,2,0,35,1986,7,2021,2021,5/28/2021 0:00,599000,640000
CRSW21105539,Riverside,1,1913,3920,3,4,3,1,16,2005,4,2021,2021,5/24/2021 0:00,599900,614000
TM21-734450,Los Angeles,0,1546,6501,3,1,1,0,81,1940,8,2021,2021,5/28/2021 0:00,1695000,1811194
CRV1-5914,Ventura,17,2135,7883,5,3,3,0,37,1984,8,2021,2021,5/27/2021 0:00,800000,805000
CRFR21114907,Los Angeles,0,3107,5939,4,3,3,0,11,2010,1,2021,2021,5/28/2021 0:00,899900,900000
BA321036416,Sonoma,20,1842,17424,2,2,2,0,81,1940,8,2021,2021,5/26/2021 0:00,1650000,2225000
ME202003240,Butte,11,910,9148,3,1,1,0,70,1951,64,2021,2020,1/5/2021 0:00,249000,261000
CROR21105440,Butte,11,1418,2178,3,3,2,1,12,2009,1,2021,2021,5/18/2021 0:00,304500,304500
CRIV21101829,San Bernardino,3,983,7500,2,1,1,0,66,1955,15,2021,2021,5/27/2021 0:00,299000,330000
CRPW21108269,Orange,2,1921,2318,3,3,2,1,3,2018,10,2021,2021,5/28/2021 0:00,899500,910000
CRNDP2105514,San Diego,5,3292,6569,5,5,4,1,19,2002,6,2021,2021,5/25/2021 0:00,1349000,1440000
ML81844821,Santa Clara,7,1716,7827,3,2,2,0,68,1953,6,2021,2021,5/26/2021 0:00,1598000,1850000
ME221045915,Sacramento,4,2076,7780,4,2,2,0,18,2003,6,2021,2021,5/26/2021 0:00,594900,695000
CC40950416,Contra Costa,6,1510,5200,2,2,2,0,24,1997,3,2021,2021,5/21/2021 0:00,539950,590000
CRPV21112382,Los Angeles,0,1317,5881,3,2,2,0,71,1950,2,2021,2021,5/30/2021 0:00,925000,1025000
CRSW21112357,Riverside,1,2799,10454,4,3,2,1,24,1997,0,2021,2021,5/10/2021 0:00,640000,640000
ME202002625,Lake,29,1544,158994,2,3,3,0,41,1980,56,2020,2020,10/27/2020 0:00,389000,365000
CRIG21107263,San Bernardino,3,848,984,2,1,1,0,43,1978,4,2021,2021,5/23/2021 0:00,309900,330000
BA321072418,Marin,15,3935,21449,5,4,3,1,112,1909,13,2021,2021,4/27/2021 0:00,7595000,7600000
CRPW21102327,Riverside,1,2954,5227,5,3,3,0,17,2004,16,2021,2021,5/29/2021 0:00,509000,535000
CRTR21106299,Merced,22,1200,6499,3,1,1,0,32,1989,2,2021,2021,5/20/2021 0:00,280000,280000
ME221053147,Calaveras,39,800,43560,2,1,1,0,50,1971,5,2021,2021,5/23/2021 0:00,299999,321000
CRPW21097893,Los Angeles,0,1447,7388,3,1,1,0,80,1941,16,2021,2021,5/27/2021 0:00,899990,976000
TM21-734408,Los Angeles,0,3130,8595,5,3,3,0,100,1921,6,2021,2021,5/26/2021 0:00,1449000,1535000
TM21-734004,Los Angeles,0,2956,6754,4,5,4,1,80,1941,0,2021,2021,5/19/2021 0:00,2235000,2235000
ME221052691,San Joaquin,10,1105,11038,3,2,2,0,53,1968,5,2021,2021,5/27/2021 0:00,469000,500000
ME221055173,Stanislaus,12,1240,6007,3,2,2,0,36,1985,7,2021,2021,5/27/2021 0:00,375000,395000
ML81845235,Santa Cruz,25,2410,9235,4,2,2,0,20,2001,8,2021,2021,5/29/2021 0:00,2195000,2600000
TM21-733500,Los Angeles,0,1568,4800,3,2,2,0,55,1966,9,2021,2021,5/29/2021 0:00,899000,1100000
BE40949523,Contra Costa,6,2368,10005,5,3,3,0,50,1971,6,2021,2021,5/24/2021 0:00,1299000,1588000
CRNP21106836,Orange,2,2136,6000,4,2,2,0,54,1967,6,2021,2021,5/26/2021 0:00,985000,1025000
CRNS21110854,San Luis Obispo,14,1520,7405,3,2,2,0,21,2000,5,2021,2021,5/28/2021 0:00,615000,675000
BE40951707,Contra Costa,6,1770,6800,4,2,2,0,72,1949,1,2021,2021,5/28/2021 0:00,1089000,1275000
CRDW21107353,San Bernardino,3,1854,7991,4,3,3,0,22,1999,5,2021,2021,5/25/2021 0:00,475999,530000
ML81844810,Santa Clara,7,928,8141,2,1,1,0,73,1948,7,2021,2021,5/27/2021 0:00,990000,1230000
CRLC21105811,Lake,29,1482,8400,3,2,2,0,31,1990,0,2021,2021,5/17/2021 0:00,365900,365900
SF421535196,San Francisco,21,1500,3123,2,1,1,0,92,1929,0,2021,2021,5/18/2021 0:00,2400000,2330000
ML81844762,Alameda,8,1621,6600,3,2,2,0,63,1958,6,2021,2021,5/25/2021 0:00,1288000,1410000
CRNDP2105401,San Diego,5,3782,10074,5,5,4,1,5,2016,1,2021,2021,5/17/2021 0:00,1750000,1825000
CC40956479,Solano,16,1015,5662,3,1,1,0,68,1953,29,2021,2021,5/18/2021 0:00,349000,395000
ME221047383,Placer,9,2383,6312,4,3,2,1,24,1997,5,2021,2021,5/24/2021 0:00,589000,660000
CRMB21093561,Los Angeles,0,1433,5708,3,2,2,0,80,1941,16,2021,2021,5/17/2021 0:00,675000,675000
ML81844486,San Mateo,13,1220,5000,3,2,2,0,67,1954,2,2021,2021,5/20/2021 0:00,1388000,1520000
ML81844705,Santa Cruz,25,716,23348,3,1,1,0,79,1942,8,2021,2021,5/27/2021 0:00,529000,575000
