MLS_Number,Street_Address,City,Zip_Code,county,County_Index,SqFtTotal,Lot_Size,BedsTotal,BathsTotal,BathsFull,BathsHalf,Year_Built
ME221051457,5617 10th ST ,Keyes,95328,Stanislaus,12,1170,7000,3,2,2,0,1971
TM21-710916,2333 Nella Vista AVE ,Los Angeles,90027,Los Angeles,0,1978,7277,3,2,2,0,1923
CRPW21051102,390 S Silverbrook DR ,Anaheim,92807,Orange,2,3091,11175,5,3,3,0,1979
ME221031040,8217 Tanoak ,Citrus Heights,95621,Sacramento,4,1025,6534,3,1,1,0,1960
CRPTP2103359,1683 Planicie Way ,San Diego,92154,San Diego,5,1440,5088,4,3,3,0,1985
CRIV21106097,4126 Bernardo CT ,Chino,91710,San Bernardino,3,2286,7215,3,3,2,1,1976
CRCV21104450,4501 Boeing AVE ,Yorba Linda,92886,Orange,2,1670,12071,3,2,2,0,1962
CRIV21109966,1549 Teton ST ,San Bernardino,92407,San Bernardino,3,1305,7300,3,2,2,0,1989
CRPW21109093,2333 E Orangeview LN ,Orange,92867,Orange,2,1828,12160,3,3,2,1,1973
ME221053883,1649 La Paloma CT ,Davis,95618,Yolo,26,1103,5663,3,2,2,0,1992
ME221054657,4115 Tallow PL ,Davis,95618,Yolo,26,2601,10385,4,3,2,1,1997
SF421547089,152 4th AVE ,San Francisco,94118,San Francisco,21,1130,2996,3,2,1,1,1904
CRSB21106951,16908 Ardath AVE ,Torrance,90504,Los Angeles,0,1260,6758,3,1,1,0,1953
ML81845584,118 Elwood ,Redwood City,94062,San Mateo,13,2334,8451,4,3,3,0,1927
CROC21126348,24161 Vista D Oro ,Dana Point,92629,Orange,2,1963,4417,3,4,3,1,1977
CRPTP2103440,7225 Arillo ST ,San Diego,92111,San Diego,5,1692,5500,4,2,2,0,1959
TM21-735908,359 Sycamore AVE ,Los Angeles,90036,Los Angeles,0,3364,6508,4,6,5,1,2016
CRIV21105846,6554 Lassitter RD ,Riverside,92509,Riverside,1,2058,9583,4,2,2,0,1987
ME221054072,5826 Stacy AVE ,Sacramento,95823,Sacramento,4,858,5210,2,1,1,0,1989
ML81844267,700 Cilker CT ,Los Gatos,95032,Santa Clara,7,2674,5814,4,4,3,1,2008
CREV21109958,58242 Taos ,Yucca Valley,92284,San Bernardino,3,2039,13500,4,2,2,0,2001
CRSC21034205,2147 Tully PL ,Cambria,93428,San Luis Obispo,14,1985,8250,3,2,1,1,1987
CRNDP2105678,2315 CONWAY DRIVE ,Escondido,92026,San Diego,5,1623,4881,4,3,3,0,1986
EB40951404,1551 Margil Way ,Brentwood,94513,Contra Costa,6,1364,6112,2,2,2,0,1998
CRPW21078469,22332 Joliet AVE ,Hawaiian Gardens,90716,Los Angeles,0,767,2495,2,1,1,0,1978
CRSW21105527,26281 Foxgrove Road ,Sun City,92586,Riverside,1,1596,6970,2,2,2,0,1964
ME221048864,1856 W Monterey AVE ,Stockton,95204,San Joaquin,10,1079,8590,2,1,1,0,1946
CNSR21111084,20200 Ruston RD ,Woodland Hills,91364,Los Angeles,0,2364,17681,4,3,2,1,1969
ME221054135,318 Sawtell RD ,Roseville,95678,Placer,9,1265,4552,2,2,2,0,1987
CNSR20089846,6728 Babcock AVE ,North Hollywood,91606,Los Angeles,0,990,6636,3,2,2,0,1951
ME221054829,7400 Evening WAY ,Citrus Heights,95621,Sacramento,4,1241,7405,3,2,2,0,1958
CNSR21109346,5462 Evening Sky DR ,Simi Valley,93063,Ventura,17,3396,9350,6,4,4,0,1999
CROC21092237,1416 E Adams AVE ,Orange,92867,Orange,2,3111,8890,4,2,1,1,1965
CRSN21097583,6209 State Highway 162 ,Willows,95988,Glenn,41,1036,17424,3,1,1,0,1958
CRSB21106374,18926 Van Ness AVE ,Torrance,90504,Los Angeles,0,868,5101,2,1,1,0,1951
CRPW21055406,2015 Las Posas RD ,Corona,92882,Riverside,1,5000,36590,7,5,4,1,1978
CROC21141198,101 Via Artemesia ,San Clemente,92672,Orange,2,4244,9228,4,5,4,1,2015
CRSN21107567,1492 Keri LN ,Chico,95926,Butte,11,1350,10019,3,2,2,0,1974
CRPW21109339,6250 Myrtle AVE ,Long Beach,90805,Los Angeles,0,777,5051,2,1,1,0,1939
CC40950038,4152 Terra Alta ,San Ramon,94582,Contra Costa,6,2374,8000,4,3,2,1,1986
CNSR21107507,15049 Northwind LN ,North Hills,91343,Los Angeles,0,1792,80646,3,3,2,1,2005
CRIG21118902,2294 Mountain Woods ST ,Colton,92324,San Bernardino,3,1102,5000,3,2,2,0,1982
ML81845499,3802 Vineyard DR ,Redwood City,94061,San Mateo,13,1890,7268,4,3,2,1,1958
ME221054191,845 Village AVE ,Lathrop,95330,San Joaquin,10,3552,6865,4,3,2,1,2006
EB40950776,87 SPENCER WAY ,Brentwood,94513,Contra Costa,6,1524,5620,2,2,2,0,1997
CRIV21106482,28699 Murrieta RD ,Sun City,92586,Riverside,1,1021,7405,2,1,1,0,1966
CROC21103952,8 Kelsey ,Irvine,92618,Orange,2,2648,3973,5,3,2,1,2000
CRNDP2105644,5041 Caesena Way ,Oceanside,92056,San Diego,5,2050,4638,2,2,2,0,1988
ME221052586,5812 20th AVE ,Sacramento,95820,Sacramento,4,1104,6534,2,1,1,0,1954
CRIG21103854,4490 Lidia CT ,Chino,91710,San Bernardino,3,1000,3745,2,2,2,0,1973
CRWS21109114,7206 Redwood AVE ,Hesperia,92345,San Bernardino,3,2340,19600,3,2,2,0,2005
ME221048080,14998 Pammy WAY ,Grass Valley,95949,Nevada,27,1991,20909,3,2,2,0,1985
ML81844979,1305 Irving AVE ,Monterey,93940,Monterey,24,1818,7405,4,2,2,0,1948
CRCV21106089,16120 S Normandie AVE ,Gardena,90247,Los Angeles,0,820,4759,2,1,1,0,1953
CNSR21112217,446 E 118th ST ,Los Angeles,90061,Los Angeles,0,788,5563,3,1,1,0,1946
CRIV21110886,25785 Walker ST ,San Bernardino,92404,San Bernardino,3,858,7200,4,2,2,0,1952
CROC21107014,23556 Mountain Breeze DR ,Murrieta,92562,Riverside,1,2328,7841,4,3,2,1,2001
CRSW21106225,2797 Banyan Tree LN ,Hemet,92545,Riverside,1,1654,5227,3,2,2,0,1989
ML81844824,1831 Saint Lawrence DR ,Santa Clara,95051,Santa Clara,7,1080,5035,2,2,2,0,1954
CNSR21105694,44732 Shadowcrest DR ,Lancaster,93536,Los Angeles,0,932,6829,2,2,2,0,1995
CROC21106810,19 Eastridge ,Trabuco Canyon,92679,Orange,2,2315,28334,3,3,2,1,1989
CROC21136605,18 Via Vison ,Rancho Santa Margarita,92688,Orange,2,2872,7770,5,3,2,1,1998
CRNDP2107070,3531 S Sundown ,Oceanside,92056,San Diego,5,1513,3508,2,2,2,0,1976
CNSR21106486,21228 Merridy ST ,Chatsworth,91311,Los Angeles,0,2286,7499,4,3,3,0,1966
ML81844958,4827 Rio Vista AVE ,San Jose,95129,Santa Clara,7,2325,4588,4,3,2,1,1980
CRNP21077425,375 Catalina Shore DR ,Costa Mesa,92627,Orange,2,1912,3508,4,3,2,1,1997
CRPW21106813,528 S Grand ST ,Orange,92866,Orange,2,1620,6700,2,2,2,0,1919
CNSR21118578,23015 Hatteras ST ,Woodland Hills,91367,Los Angeles,0,2210,22476,3,2,2,0,1950
CRCV21093600,7410 Lyons AVE ,Hesperia,92345,San Bernardino,3,2167,19000,4,3,3,0,1990
CNSR21106248,44739 Stanridge AVE ,Lancaster,93535,Los Angeles,0,1260,6262,3,2,2,0,1955
CROC21132881,2739 E Lakeside AVE ,Orange,92867,Orange,2,2790,8000,5,3,3,0,1964
ME221053226,150 Buckeye ,Woodland,95695,Yolo,26,1053,5828,3,1,1,0,1957
CRPV21091561,410 Paseo De La Concha ,Redondo Beach,90277,Los Angeles,0,3294,6007,4,4,3,1,1996
ME221052826,7309 Saltgrass WAY ,Elk Grove,95758,Sacramento,4,2149,6260,4,3,2,1,1989
CRAR21107739,4918 El Monte AVE ,Temple City,91780,Los Angeles,0,786,7178,2,2,2,0,1946
CRPTP2103476,1031 Cypress CIR ,San Marcos,92069,San Diego,5,1406,9800,3,2,2,0,1975
CRSC21096260,9570 Marchant WAY ,Atascadero,93422,San Luis Obispo,14,1741,14100,2,1,1,0,1947
ME221054846,1839 Hidden Hills DR ,Roseville,95661,Placer,9,1636,10289,4,2,2,0,1986
ML81846429,966 Heacock AVE ,Pacific Grove,93950,Monterey,24,707,2500,2,1,1,0,1930
CRSC21087971,9509 Estrada AVE ,Santa Margarita,93453,San Luis Obispo,14,2452,14375,4,2,2,0,1953
ME221056482,791 Cristina CT ,Folsom,95630,Sacramento,4,4800,19297,5,4,4,0,2020
CRSW21114694,1153 Don Alberto LN ,San Jacinto,92582,Riverside,1,1389,6098,3,2,2,0,1989
ME221056102,8521 Modena WAY ,Elk Grove,95624,Sacramento,4,2662,6756,5,3,3,0,2005
ML81845324,221 Segre PL ,Santa Cruz,95060,Santa Cruz,25,1620,6186,3,2,2,0,1966
CRPW21105187,14444 Hillcrest DR ,Fontana,92337,San Bernardino,3,1368,4500,3,2,2,0,1986
CRCV21059171,7077 Campbell PL ,Rancho Cucamonga,91701,San Bernardino,3,1771,7400,4,3,2,1,1988
CRP1-4752,4730 Daleridge RD ,La Canada Flintridge,91011,Los Angeles,0,2140,9759,3,2,1,1,1950
BE40950440,2350 whitetail ,Antioch,94531,Contra Costa,6,2035,6000,4,4,3,1,1995
CROC21106804,27 Palta ST ,Ladera Ranch,92694,Orange,2,1927,2405,3,3,2,1,2017
CRDW21107343,216 E Carter ST ,Rialto,92376,San Bernardino,3,1067,10400,3,2,2,0,1957
CRSB21107474,3416 Tenaya AVE ,South Gate,90280,Los Angeles,0,960,2197,2,2,1,1,1924
CRPTP2103643,2393 Lonita ,Imperial,92251,Imperial,46,2460,7052,4,4,3,1,2019
SF421557400,15 South Hill BLVD ,San Francisco,94112,San Francisco,21,1355,2787,2,2,2,0,1924
CRSB21109126,24627 Bernard DR ,Crestline,92325,San Bernardino,3,2008,7200,4,3,3,0,1978
CROC21108482,2542 Calle Jade ,San Clemente,92673,Orange,2,2729,4756,3,3,3,0,1996
ME221055574,1209 Buckboard DR ,Lincoln,95648,Placer,9,1865,7754,3,2,2,0,1986
ME221053425,311 Dorinda CT ,Lincoln,95648,Placer,9,2411,7096,4,3,2,1,2005
CREV21102047,3107 W Polk AVE ,Anaheim,92801,Orange,2,1276,7234,3,1,1,0,1953
ML81846188,122 Wesley ST ,Capitola,95010,Santa Cruz,25,1312,6316,3,2,2,0,1963
ME221055047,2804 La Paz WAY ,Sacramento,95821,Sacramento,4,1087,7632,2,1,1,0,1949
ME221052955,345 Renoir CT ,El Dorado Hills,95762,El Dorado,19,2978,14375,3,4,3,1,2013
CRCV21158267,71657 Cactus DR ,Twentynine Palms,92277,San Bernardino,3,1104,8880,3,1,1,0,1956
CRPW21102647,5742 E Lucia ,Long Beach,90803,Los Angeles,0,1868,2404,3,2,1,1,1981
CRAR21106237,548 E Virginia AVE ,Glendora,91741,Los Angeles,0,2563,9423,3,3,3,0,1984
CRNS21110248,2921 Yorktown PL ,Riverside,92504,Riverside,1,1967,8712,4,2,2,0,1977
ML81844717,1176 Greenwood AVE ,Palo Alto,94301,Santa Clara,7,1824,7899,3,3,3,0,1946
ME221046228,2473 Pleasant Grove BLVD ,Roseville,95747,Placer,9,1658,2657,4,3,2,1,2015
BA321053538,202 Tamalpais RD ,Fairfax,94930,Marin,15,454,6416,1,1,1,0,1961
CRSC21104952,4 Los Palos DR ,San Luis Obispo,93401,San Luis Obispo,14,1579,3600,3,2,2,0,1976
CRDW21107525,247 E Victoria ST ,Rialto,92376,San Bernardino,3,1490,14523,3,1,1,0,1954
ME221055844,8465 Tropical WAY ,Elk Grove,95757,Sacramento,4,2086,3894,4,3,3,0,2015
ML81845315,2131 Harkins AVE ,Menlo Park,94025,San Mateo,13,1360,6420,3,2,2,0,1958
ME221054395,1610 Thunderbolt TRL ,Arnold,95223,Calaveras,39,3303,58370,3,3,2,1,2005
CNSR21104886,29650 Poppy Meadow ST ,Canyon Country,91387,Los Angeles,0,1198,10326,3,2,2,0,1985
CRPV21105488,1352 Via Romero ,Palos Verdes Estates,90274,Los Angeles,0,4148,12419,5,5,4,1,1975
CRDW21109912,824 Orange Grove AVE ,San Fernando,91340,Los Angeles,0,1244,5594,3,2,2,0,1946
CRFR21107379,1743 N Mont Blanc LN ,Clovis,93619,Fresno,36,1971,3266,4,3,2,1,2002
BE40955205,6024 Allium Pl ,Newark,94560,Alameda,8,1929,3517,4,3,2,1,2016
ME221053801,2208 Westmora AVE ,Stockton,95210,San Joaquin,10,1242,5641,4,2,2,0,1978
CRCV21097641,103 Muir Woods RD ,Perris,92570,Riverside,1,2134,5227,3,2,2,0,2015
CNSR21112975,10245 Portland AVE ,Hesperia,92345,San Bernardino,3,1401,19380,3,2,2,0,1978
CROC21110509,567 Brian ST ,Hemet,92544,Riverside,1,1510,6970,2,2,2,0,1979
BE40951730,1436 Lytelle ,Hayward,94544,Alameda,8,1119,5700,3,2,2,0,1956
ME202002701,15050 Amos ,Anderson,96007,Shasta,37,1357,871200,3,2,1,1,2002
CROC21104813,31747 Sweetwater CIR ,Temecula,92591,Riverside,1,3240,5663,4,4,3,1,2013
BE40950283,509 Kay Ann court ,El Sobrante,94803,Contra Costa,6,1901,7013,3,3,2,1,1963
CRJT21109929,74430 Starlight DR ,Twentynine Palms,92277,San Bernardino,3,1448,18698,3,2,2,0,2007
CROC21108139,1295 Punta WAY ,Monterey Park,91754,Los Angeles,0,2364,10326,4,5,4,1,1953
ME221043804,4396 Holly Dr ,Shingle Springs,95682,El Dorado,19,2210,54450,3,3,2,1,1976
ME221053238,112 Alezane DR ,Folsom,95630,Sacramento,4,1406,8050,3,2,2,0,1979
ME221055013,825 San Juan ,Stockton,95203,San Joaquin,10,1016,6399,3,1,1,0,1954
ME221053893,1924 Meadow Oak LN ,Meadow Vista,95722,Placer,9,2694,56628,4,3,2,1,2007
CROC21109028,2113 W Valencia DR ,Fullerton,92833,Orange,2,958,6000,3,1,1,0,1953
CROC21107577,2665 W Sereno PL ,Anaheim,92804,Orange,2,1359,7195,3,2,2,0,1959
CC40950771,1790 Ruth Drive ,Pleasant Hill,94523,Contra Costa,6,1697,10800,3,3,2,1,2011
EB40950659,6416 Heather Ridge Way ,Oakland,94611,Alameda,8,1518,10800,3,2,2,0,1936
EB40948577,212 Mountain Ave ,Piedmont,94611,Alameda,8,3250,15595,3,3,3,0,1927
TM21-734306,39311 Chalfont LN ,Palmdale,93551,Los Angeles,0,2302,9295,4,3,3,0,1991
CRSW21119845,35782 Butchart ST ,Wildomar,92595,Riverside,1,2728,7405,4,3,3,0,2005
EB40950780,694 Redhaven St ,Brentwood,94513,Contra Costa,6,1389,4000,3,2,2,0,2001
CRDW21107298,16312 S Muriel AVE ,Compton,90221,Los Angeles,0,1016,6480,3,1,1,0,1944
CROC21111827,4911 Lockhaven AVE ,Los Angeles,90041,Los Angeles,0,1343,6437,4,2,1,1,1956
CRSW21099099,27364 El Puente ST ,Sun City,92586,Riverside,1,1077,3485,2,2,2,0,1989
ME221044794,316 Phoenix CIR ,Lincoln,95648,Placer,9,1186,2474,3,3,2,1,2006
BE40950187,241 Tanglewood Dr ,Richmond,94806,Contra Costa,6,2876,7791,4,3,3,0,2004
CRPW21103580,1116 Niguel Canyon WAY ,Brea,92821,Orange,2,2176,5984,3,3,2,1,1980
CNSR21107223,7610 N Justice WAY ,Van Nuys,91405,Los Angeles,0,1574,2177,4,3,2,1,2016
CRSW21107713,2601 Grand Teton AVE ,Hemet,92544,Riverside,1,1499,7405,3,2,2,0,1985
CRPW21094817,815 Rosarita DR ,Fullerton,92835,Orange,2,2659,12432,4,4,3,1,1964
CRSB21109368,135 Amethyst CIR ,Gardena,90248,Los Angeles,0,2510,4676,3,3,3,0,2000
CNSR21099036,736 N Parkman AVE ,Silver Lake,90026,Los Angeles,0,1702,1197,3,2,1,1,2021
CRWS21106030,2245 Simon ST ,Fullerton,92833,Orange,2,3073,5682,5,4,3,1,2003
CRIV21106644,6936 Fontaine PL ,Rancho Cucamonga,91739,San Bernardino,3,2554,6451,4,3,2,1,1999
ME221051924,13255 China Close ,Nevada City,95959,Nevada,27,1804,33541,3,2,2,0,1968
ME202101056,9150 Larkin RD ,,95953,Sutter,23,2962,46174,3,3,2,1,1964
CC40950507,61 Vista Encinos ,Moraga,94556,Contra Costa,6,3798,34197,5,4,3,1,2021
CRWS21103695,11662 Ranchito ST ,El Monte,91732,Los Angeles,0,1388,5213,3,2,2,0,1937
CRCV21101977,1716 E Hawthorne ST ,Ontario,91764,San Bernardino,3,1312,8906,4,2,2,0,1959
ML81846276,1114 Barnes LN ,San Jose,95120,Santa Clara,7,4007,13355,5,5,4,1,2005
ML81846150,3595 Brent CT ,Pleasanton,94588,Alameda,8,1796,15715,4,2,2,0,1985
CREV21106201,34862 Miller PL ,Beaumont,92223,Riverside,1,3830,13504,5,4,4,0,2007
ME221057729,2020 Racoon TRL ,Pollock Pines,95726,El Dorado,19,1665,88427,4,3,3,0,1982
EB40950428,115 Pomona Avenue ,El Cerrito,94530,Contra Costa,6,2207,5136,4,3,3,0,1939
CC40950688,127 Greenmeadow Cir ,Pittsburg,94565,Contra Costa,6,2657,6600,4,3,2,1,1995
CRMD21107560,48395 Victoria CT ,Oakhurst,93644,Madera,28,2123,6970,4,3,3,0,2002
TM21-735038,211 Via Nada ,San Clemente,92672,Orange,2,2229,12000,5,3,2,1,1965
CRPI21105608,3233 Courtney DR ,Lompoc,93436,Santa Barbara,31,2327,20038,3,2,2,0,1983
CROC21106106,9804 Emmons CIR ,Fountain Valley,92708,Orange,2,2053,7203,4,2,2,0,1976
TM21-733478,3364 Holloway ST ,Newbury Park,91320,Ventura,17,2342,8931,4,3,2,1,1978
ML81844806,423 Chaucer ST ,Palo Alto,94301,Santa Clara,7,3858,17368,5,5,4,1,1922
CRPW21109692,225 Lilac LN ,Brea,92823,Orange,2,4101,15000,6,6,4,2,1964
ME221056057,9280 Emerald Crest DR ,Elk Grove,95624,Sacramento,4,1364,8276,3,2,2,0,1985
CRCV21106968,2687 Corona AVE ,Norco,92860,Riverside,1,2038,6970,4,2,2,0,1975
CRP1-4856,2777 Porter AVE ,Altadena,91001,Los Angeles,0,3186,13405,4,2,2,0,1950
CNSR21096665,725 N Leaf AVE ,West Covina,91791,Los Angeles,0,2172,9593,5,2,2,0,1957
EB40951448,9469 Skyline Blvd ,Oakland,94611,Alameda,8,1679,6500,3,2,2,0,1956
CRDW21108099,4284 Elder AVE ,Seal Beach,90740,Orange,2,2289,5148,3,3,2,1,1970
CRSW20257416,27818 Cloud Dance CT ,Menifee,92585,Riverside,1,1139,6969,3,1,1,0,1988
BA321044556,1139 Massa DR ,Napa,94558,Napa,30,2251,11252,4,3,3,0,1959
ME221052552,2600 Macgregor CT ,Modesto,95350,Stanislaus,12,1567,7701,4,2,2,0,1962
ME221039574,6752 Navion DR ,Citrus Heights,95621,Sacramento,4,1532,16553,4,2,2,0,1961
TM21-733880,13350 Margate ST ,Sherman Oaks,91401,Los Angeles,0,1880,6265,3,1,1,0,1954
ME221055767,1716 Cobblestone DR ,Marysville,95901,Yuba,18,2129,6534,4,3,3,0,2004
ME221055829,12039 Alta Sierra Drive ,Grass Valley,95949,Nevada,27,3018,19602,3,3,3,0,1967
ME221055447,1920 Yellow Pine DR ,Modesto,95351,Stanislaus,12,988,3328,3,2,2,0,1984
CRPI21104930,301 Stillwell DR ,Arroyo Grande,93420,San Luis Obispo,14,1952,7098,3,2,1,1,2021
CRPW21090085,12607 Meadow Green RD ,La Mirada,90638,Los Angeles,0,1461,8590,3,2,2,0,1959
CRPW21111543,29398 Fall River LN ,Menifee,92584,Riverside,1,2916,6970,4,3,2,1,2010
ME221019529,9470 Rossport WAY ,Elk Grove,95624,Sacramento,4,3603,7976,7,3,3,0,2001
TM21-735286,5 Liliano ,Irvine,92614,Orange,2,2738,3300,3,4,3,1,1987
CRP1-4707,4620 Vineta AVE ,La Canada Flintridge,91011,Los Angeles,0,2706,17194,3,2,2,0,1947
ML81844481,1911 Lanai AVE ,San Jose,95122,Santa Clara,7,1040,5402,3,2,2,0,1959
CRPTP2104103,544 Encinitas AVE ,San Diego,92114,San Diego,5,1157,5500,3,2,2,0,1954
ME221053096,29 Port Henley CT ,Sacramento,95835,Sacramento,4,1686,5031,3,2,2,0,2001
BE40951428,33557 7Th St ,Union City,94587,Alameda,8,1252,5000,3,2,2,0,1954
ME221055172,1233 Broken Spur WAY ,Plumas Lake,95961,Yuba,18,1518,10454,3,2,2,0,2005
TM21-732724,4023 Marchena DR ,Los Angeles,90065,Los Angeles,0,1917,5341,3,3,3,0,1965
BA321047200,32 Greensburgh LN ,San Anselmo,94960,Marin,15,4377,37501,5,4,4,0,1992
CNSR21109077,11070 De Garmo AVE ,Pacoima,91331,Los Angeles,0,1760,8098,4,3,3,0,1960
CRNDP2105451,2637 Overlook Point DR ,Escondido,92029,San Diego,5,1920,3352,3,3,2,1,2017
ME221054714,919 Chestnut LN ,Davis,95616,Yolo,26,925,6050,3,1,1,0,1958
ME221059444,2332 Harding TER ,Davis,95616,Yolo,26,3177,6970,4,4,4,0,2017
ME221052963,5825 Blue Gum ,Modesto,95358,Stanislaus,12,2549,43560,3,3,2,1,1996
CRTR21105602,1690 Club DR ,Pomona,91768,Los Angeles,0,906,2401,3,2,2,0,1985
ME221054677,9855 Oakplace E ,Folsom,95630,Sacramento,4,2513,20299,4,3,3,0,1977
BE40950236,2339 Glendale Cir ,Antioch,94509,Contra Costa,6,1579,10439,3,2,2,0,1979
ME221054105,2580 Buttes View LN ,Auburn,95603,Placer,9,2302,344124,4,4,3,1,1985
CRPW21108882,2076 Perkins ST ,Fullerton,92833,Orange,2,4331,6100,5,5,4,1,2003
BE40951620,5769 Wells Lane ,San Ramon,94582,Contra Costa,6,3794,6904,5,4,3,1,2007
CNSR21105439,17303 Lemay ST ,Van Nuys,91406,Los Angeles,0,2763,6999,5,4,4,0,2021
CRPW21094431,2202 N Moody AVE ,Fullerton,92831,Orange,2,4194,11254,4,5,4,1,2017
CRCV21108491,1771 Cadiz CT ,Hemet,92545,Riverside,1,827,6534,2,1,1,0,1981
CNSR21108708,18955 Kirkcolm LN ,,91326,Los Angeles,0,1900,7752,5,2,2,0,1976
CRSW21108151,2970 Calle Gaucho ,San Clemente,92673,Orange,2,2149,10952,3,2,2,0,1981
SF421561038,39 Lloyd ST ,San Francisco,94117,San Francisco,21,3184,2500,5,4,4,0,2014
BA321044393,66 Wellington AVE ,Ross,94960,Marin,15,2137,17550,4,3,2,1,1950
BA321022379,410 Lovell AVE ,Mill Valley,94941,Marin,15,3662,21837,4,4,3,1,1950
ME221055917,3423 Monte Vista AVE ,Davis,95618,Yolo,26,1841,6660,4,2,2,0,1973
ML81844566,6311 Benzo DR ,San Jose,95123,Santa Clara,7,1848,6087,4,3,2,1,1969
ME221042667,2309 River Berry DR ,Manteca,95336,San Joaquin,10,2634,9361,2,3,2,1,2007
ME221053265,340 Bathbridge LN ,Sacramento,95823,Sacramento,4,1498,2073,3,3,2,1,2017
ME221057663,7225 Suncreek WAY ,Orangevale,95662,Sacramento,4,2561,27443,4,3,3,0,1979
BA321035930,671 Alamo DR ,Vacaville,95688,Solano,16,1790,8712,4,2,2,0,1966
CC40951121,78 Randolph Pl ,San Ramon,94583,Contra Costa,6,1600,12000,3,3,2,1,1968
BE40950698,175 Elvira St ,Livermore,94550,Alameda,8,1282,6714,3,2,2,0,1966
ME202100588,852 Tehama AVE ,Oroville,95965,Butte,11,1156,16553,3,2,2,0,2003
TM21-731934,640 Occidental BLVD ,Los Angeles,90026,Los Angeles,0,1344,5660,3,3,2,1,1922
CRPW21116573,6154 Coke AVE ,Long Beach,90805,Los Angeles,0,1481,6848,4,2,2,0,1955
CC40950485,812 Mountain View Drive ,Lafayette,94549,Contra Costa,6,4175,17860,6,6,5,1,1977
CRSW21100054,24499 Leafwood DR ,Murrieta,92562,Riverside,1,1577,5663,3,3,2,1,1987
CRNDP2105576,1574 Pearl Heights RD ,Vista,92081,San Diego,5,2605,7038,4,3,2,1,1991
ME221054601,2440 Ponderosa RD ,Rescue,95672,El Dorado,19,1790,28750,3,2,2,0,1979
CRSW21109307,27880 Blaze LN ,Menifee,92585,Riverside,1,1776,3920,3,2,2,0,1997
CRNDP2105510,1213 Entrada ,Escondido,92027,San Diego,5,1316,4912,3,2,2,0,1989
CNSR21100136,28 Flintlock LN ,West Hills,91307,Los Angeles,0,3218,23022,4,4,3,1,1990
ME221053559,5 Enniskillen CT ,Sacramento,95824,Sacramento,4,1178,4870,3,2,2,0,2007
CRV0-220004133,4986 Shady Trail ST ,Simi Valley,93063,Ventura,17,4346,12567,6,5,5,0,2005
BA321031194,1985 Westside RD ,Healdsburg,95448,Sonoma,20,2315,274428,3,3,2,1,1962
TM21-745160,17621 Ponderosa WAY ,Carson,90746,Los Angeles,0,1742,3241,3,3,3,0,2004
CRSW21097419,31480 Caprice RD ,Menifee,92584,Riverside,1,2814,10019,5,4,4,0,2016
BE40951320,155 Arundel Dr ,Hayward,94542,Alameda,8,5050,8216,5,6,5,1,2011
BE40949216,1385 Cameo Ct ,Livermore,94550,Alameda,8,1488,8591,3,2,2,0,1971
CRPA21105992,1157 Sierra AVE ,Oroville,95965,Butte,11,900,13068,3,1,1,0,1926
CNSR21108360,214 N Serrano AVE ,Los Angeles,90004,Los Angeles,0,1632,6901,4,3,3,0,1917
CNSR21099858,4177 Camellia AVE ,Studio City,91604,Los Angeles,0,2101,7292,3,1,1,0,1938
CRBB21053883,15331 Wyandotte ST ,Van Nuys,91406,Los Angeles,0,1379,6772,2,0,0,0,1926
CC40950572,1120 Cresthaven Ct ,Antioch,94531,Contra Costa,6,1715,6500,3,2,2,0,1996
CRDW21107888,6417 Sherman WAY ,Bell,90201,Los Angeles,0,1127,5045,3,1,1,0,1946
CROC21105785,9792 Johannah ,Garden Grove,92844,Orange,2,1848,6003,3,1,1,0,1967
CROC21096240,506 S Brampton AVE ,Rialto,92376,San Bernardino,3,1280,10000,3,2,2,0,1977
ML81844723,3880 Wiven Place WAY ,San Jose,95121,Santa Clara,7,1478,5329,3,2,2,0,1973
ME221054893,4751 Saint Andrews DR ,Stockton,95219,San Joaquin,10,2670,11391,4,3,2,1,2000
CC40950255,134 Pulido Rd ,Danville,94526,Contra Costa,6,1490,10875,4,2,2,0,1951
CRPI21097312,1604 Longbranch AVE ,Grover Beach,93433,San Luis Obispo,14,1112,1185,2,2,2,0,1978
BE40951288,694 Templeton Ave ,Daly City,94014,San Mateo,13,1010,2775,2,2,2,0,1949
CRPW21105592,"3595 Santa Fe Avenue, #228 ",Long Beach,90810,Los Angeles,0,1700,3750,3,2,2,0,1977
BA321019503,19355 Orange AVE ,Sonoma,95476,Sonoma,20,2339,76666,3,2,2,0,1952
CRPTP2103392,9366 Riverview AVE ,Lakeside,92040,San Diego,5,1547,7660,4,3,3,0,1969
CRCV21105550,3348 Gingerwood RD ,Ontario,91761,San Bernardino,3,1584,5200,3,2,2,0,1987
ML81844921,341 Eden ST ,Gilroy,95020,Santa Clara,7,1829,3636,4,3,2,1,1997
CNSR21106896,2344 Teasley ST ,La Crescenta,91214,Los Angeles,0,1136,8672,3,1,1,0,1951
CNSR21110598,10514 Silverton AVE ,Tujunga,91042,Los Angeles,0,1448,4762,2,1,1,0,1947
ME221041567,1084 Gardenia ST ,Manteca,95337,San Joaquin,10,3439,6299,5,5,4,1,2017
ME221057457,9222 Big Canyon CT ,Roseville,95747,Placer,9,3215,13817,5,3,3,0,2004
CREV21106372,26222 Newport AVE ,Loma Linda,92354,San Bernardino,3,1248,3842,3,2,2,0,1984
